,LR_Train,LR_Test,SVM_Train,SVM_Test,DT_Train,DT_Test,RF_Train,RF_Test,GBM_Train,GBM_Test
67,0.6959459459459459,0.5118110236220472,0.8682432432432432,0.6929133858267716,1.0,0.6771653543307087,1.0,0.7559055118110236,1.0,0.7952755905511811
68,0.6925675675675675,0.49606299212598426,0.8682432432432432,0.6614173228346457,1.0,0.7165354330708661,1.0,0.7637795275590551,1.0,0.8110236220472441
69,0.6858108108108109,0.49606299212598426,0.8783783783783784,0.6771653543307087,1.0,0.6141732283464567,1.0,0.7637795275590551,1.0,0.7874015748031497
70,0.6790540540540541,0.5039370078740157,0.8817567567567568,0.6850393700787402,1.0,0.6692913385826772,1.0,0.7795275590551181,1.0,0.7795275590551181
71,0.7094594594594594,0.49606299212598426,0.8817567567567568,0.6771653543307087,1.0,0.6692913385826772,1.0,0.7637795275590551,1.0,0.7637795275590551
72,0.6993243243243243,0.49606299212598426,0.8851351351351351,0.6771653543307087,1.0,0.6377952755905512,1.0,0.7952755905511811,1.0,0.7795275590551181
73,0.6993243243243243,0.49606299212598426,0.8851351351351351,0.6850393700787402,1.0,0.6377952755905512,1.0,0.7559055118110236,1.0,0.7795275590551181
74,0.7027027027027027,0.49606299212598426,0.8817567567567568,0.6614173228346457,1.0,0.6850393700787402,1.0,0.7874015748031497,1.0,0.7716535433070866
75,0.6993243243243243,0.4881889763779528,0.8817567567567568,0.6692913385826772,1.0,0.6535433070866141,1.0,0.7637795275590551,1.0,0.7716535433070866
76,0.6993243243243243,0.4881889763779528,0.8783783783783784,0.6771653543307087,1.0,0.6929133858267716,1.0,0.7952755905511811,1.0,0.7637795275590551
77,0.6993243243243243,0.49606299212598426,0.8783783783783784,0.6929133858267716,1.0,0.6771653543307087,1.0,0.7637795275590551,1.0,0.7795275590551181
78,0.706081081081081,0.49606299212598426,0.8783783783783784,0.6771653543307087,1.0,0.6377952755905512,1.0,0.7795275590551181,1.0,0.7795275590551181
79,0.7162162162162162,0.48031496062992124,0.8783783783783784,0.6771653543307087,1.0,0.7086614173228346,1.0,0.7952755905511811,1.0,0.7795275590551181
80,0.722972972972973,0.48031496062992124,0.8783783783783784,0.6692913385826772,1.0,0.6771653543307087,1.0,0.7874015748031497,1.0,0.7952755905511811
81,0.7195945945945946,0.4881889763779528,0.8783783783783784,0.6692913385826772,1.0,0.6692913385826772,1.0,0.7637795275590551,1.0,0.7874015748031497
82,0.722972972972973,0.4881889763779528,0.8783783783783784,0.6692913385826772,1.0,0.7086614173228346,1.0,0.7874015748031497,1.0,0.7952755905511811
83,0.722972972972973,0.4881889763779528,0.8783783783783784,0.7007874015748031,1.0,0.6535433070866141,1.0,0.7874015748031497,1.0,0.7559055118110236
84,0.7128378378378378,0.49606299212598426,0.8716216216216216,0.6850393700787402,1.0,0.6929133858267716,1.0,0.7322834645669292,1.0,0.7559055118110236
85,0.7128378378378378,0.49606299212598426,0.875,0.6929133858267716,1.0,0.6614173228346457,1.0,0.7795275590551181,1.0,0.7559055118110236
86,0.7128378378378378,0.49606299212598426,0.875,0.6929133858267716,1.0,0.6771653543307087,1.0,0.7480314960629921,1.0,0.7952755905511811
87,0.7162162162162162,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6456692913385826,1.0,0.7795275590551181,1.0,0.7637795275590551
88,0.7128378378378378,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6377952755905512,1.0,0.7795275590551181,1.0,0.7637795275590551
89,0.7162162162162162,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6456692913385826,1.0,0.7637795275590551,1.0,0.7637795275590551
90,0.7094594594594594,0.49606299212598426,0.875,0.6850393700787402,1.0,0.6535433070866141,1.0,0.7716535433070866,1.0,0.7874015748031497
91,0.7094594594594594,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6614173228346457,1.0,0.7559055118110236,1.0,0.8031496062992126
92,0.706081081081081,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6692913385826772,1.0,0.7716535433070866,1.0,0.7952755905511811
93,0.7094594594594594,0.49606299212598426,0.875,0.6771653543307087,1.0,0.6692913385826772,1.0,0.7874015748031497,1.0,0.7716535433070866
94,0.7128378378378378,0.49606299212598426,0.8851351351351351,0.6692913385826772,1.0,0.6692913385826772,1.0,0.7795275590551181,1.0,0.7716535433070866
95,0.706081081081081,0.5118110236220472,0.8817567567567568,0.6535433070866141,1.0,0.6692913385826772,1.0,0.7559055118110236,1.0,0.7874015748031497
96,0.7128378378378378,0.48031496062992124,0.8817567567567568,0.6535433070866141,1.0,0.6850393700787402,1.0,0.7480314960629921,1.0,0.7795275590551181
97,0.7094594594594594,0.4881889763779528,0.8817567567567568,0.6614173228346457,1.0,0.6456692913385826,1.0,0.7480314960629921,1.0,0.8031496062992126
98,0.7128378378378378,0.4881889763779528,0.8817567567567568,0.6614173228346457,1.0,0.6771653543307087,1.0,0.7637795275590551,1.0,0.7952755905511811
99,0.7094594594594594,0.49606299212598426,0.8851351351351351,0.6614173228346457,1.0,0.6692913385826772,1.0,0.7637795275590551,1.0,0.7874015748031497
100,0.7128378378378378,0.49606299212598426,0.8851351351351351,0.6614173228346457,1.0,0.6771653543307087,1.0,0.7795275590551181,1.0,0.7716535433070866
101,0.7128378378378378,0.49606299212598426,0.8851351351351351,0.6614173228346457,1.0,0.6614173228346457,1.0,0.7401574803149606,1.0,0.7952755905511811
102,0.7128378378378378,0.49606299212598426,0.8851351351351351,0.6614173228346457,1.0,0.6771653543307087,1.0,0.7795275590551181,1.0,0.7559055118110236
103,0.7128378378378378,0.49606299212598426,0.8851351351351351,0.6614173228346457,1.0,0.7007874015748031,1.0,0.8031496062992126,1.0,0.7795275590551181
