Gamma_F3-D-Theta_PZ,Gamma_FP1-D-Theta_PZ,surprise,Alpha_F4-M-Fatigue,Load-D-Fatigue,Fatigue-D-Load,Alpha_FP2-M-Fatigue,Theta_PZ,Theta_PZ-L,Fatigue-D-Theta_F3,LowBeta_C3-M-Theta_PZ,HRV_PIP-D-HRV_C1d,Theta_FP2-M-Fatigue,happy,HRV_MeanNN-D-HRV_CVI,HRV_MeanNN,LowBeta_C4-D-HighBeta_PZ,Alpha_PZ-D-Fatigue,Theta_FP1-M-Fatigue,HighBeta_PZ-D-HighBeta_F3,Fatigue-D-Alpha_PZ,LowBeta_PZ-D-HighBeta_PZ,HRV_MeanNN-D-HRV_pNN20,LowBeta_F3-D-HighBeta_F3,LowBeta_FP1-D-Theta_PZ,Gamma_F3-D-Theta_F3,Theta_FP2-D-Theta_C4,HRV_MedianNN-M-HRV_PIP,HRV_LnHF-M-HRV_SampEn,Alpha_C4-M-Load,HRV_PIP-M-HRV_Cd,Alpha_FP1-M-Load,HRV_PSS-M-HRV_Cd,sdnn-D-hr_mad,angry,LowBeta_FP2-M-Theta_PZ,neutral,Gamma_F3-M-Theta_PZ,HRV_CVNN-D-HRV_SD2a,HRV_PIP-D-HRV_PI,bpm-M-HRV_PAS,HRV_MedianNN,ibi-D-HRV_PAS,Alpha_C3-M-Load,bpm-M-HRV_CVI,sad,Load-D-Alpha_F4,Alpha_PZ-M-Alpha_FP2,breathingrate-D-HRV_HTI,Fatigue-M-Load,HRV_SampEn,Fatigue-D-Alpha_C3,bpm-M-HRV_ApEn,HighBeta_C3-D-LowBeta_F3,HRV_PIP,HighBeta_PZ-D-LowBeta_F3,HRV_PSS,Alpha_FP2-M-Theta_PZ,HRV_MeanNN-M-HRV_PIP,Theta_F4-M-Fatigue,sdnn-D-HRV_pNN50,Alpha_C4-M-Gamma_FP1,Alpha_PZ-M-Load,HRV_MeanNN-D-HRV_MedianNN,bpm-D-HRV_PIP,Fatigue-D-Alpha_C4,HighBeta_PZ-D-HighBeta_C3,Theta_F3-M-Load,Alpha_C4-D-Load,HRV_HF-D-HRV_SampEn,bpm,Alpha_C4-D-Theta_C3,HighBeta_FP2-D-Gamma_F4,Theta_C4-D-Alpha_FP1,bpm-M-HRV_pNN20,Alpha_C4-M-Fatigue,Alpha_C4-M-Gamma_F3,fear,Gamma_F3-D-Theta_C3,bpm-M-HRV_C2d,LowBeta_C4-D-HighBeta_C4,Gamma_F3-D-Theta_C4,HRV_HTI-M-HRV_CMSE,HRV_MadNN-D-HRV_pNN50,HRV_RMSSD-D-HRV_SDSD,Alpha_C4-M-Theta_FP2,bpm-M-HRV_DFA,bpm-M-HRV_MSE,HRV_SDNN-D-HRV_SD2a,HRV_Cd,Gamma_F4-D-Alpha_FP2,HRV_HTI-M-HRV_PAS,Gamma_C4,LowBeta_C4-D-HighBeta_F4,Alpha_F4-M-Gamma_F3,Fatigue-D-Theta_FP1,HRV_SD1SD2-M-HRV_PIP,Alpha_C4-D-Alpha_C3,HRV_PIP-M-HRV_ApEn,Alpha_FP2-I,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.52051544,0.5175849,0.1,0.5960226,0.17538296,0.671465,0.698478,0.64374894,0.776959,0.29394045,0.4413291,0.4457025,0.6907915,0.1,0.2623869,0.27904695,0.6666284,0.5722932,0.6459518,0.4689944,0.46022314,0.5992973,0.35841653,0.5513844,0.5084502,0.6595915,0.542446,0.24991295,0.4135459,0.3347617,0.55097723,0.4845714,0.6179769,0.30906686,0.1,0.40278694,0.4,0.4701757,0.7504039,0.4278191,0.54537815,0.29232016,0.53588736,0.3947534,0.67121774,0.2,0.45699456,0.54012805,0.28478253,0.4230596,0.5652653,0.38661653,0.6599833,0.44119084,0.49707708,0.44090262,0.57066655,0.5370785,0.23158188,0.57513356,0.5557407,0.4651726,0.31848204,0.58159083,0.7016578,0.37594372,0.4907762,0.46677732,0.5952703,0.4921514,0.6711472,0.5963488,0.54014784,0.33830377,0.6229296,0.6429411,0.47470486,0.1,0.56449527,0.67601955,0.52929926,0.5155654,0.38719606,0.43986812,0.5047286,0.5598249,0.68838,0.604592,0.65095985,0.5925266,0.77170473,0.53254664,0.4675127,0.6121194,0.48599827,0.23872317,0.6289967,0.65646553,0.5276538,0.17836292,MJ02,2,0.5,3.75,Bueno,Positivo
0.51677245,0.5169509,0.1,0.58465064,0.1838812,0.6712805,0.70109296,0.6417277,0.76693404,0.25632113,0.44197205,0.5948086,0.6933602,0.1,0.13786912,0.21232091,0.60587037,0.5729253,0.6478173,0.45908168,0.42741603,0.61801124,0.32384357,0.5554277,0.50634265,0.68784827,0.54242253,0.23217769,0.6678601,0.33475292,0.62261164,0.48495308,0.48742428,0.6972086,0.1,0.4038831,0.4,0.47047004,0.6521369,0.6840115,0.6882529,0.2177665,0.3633039,0.4332562,0.7844629,0.2,0.4704783,0.5403786,0.32024425,0.419121,0.2020796,0.31549063,0.7794247,0.45068276,0.65641105,0.42835075,0.5081045,0.53707975,0.23305619,0.5782968,0.48421678,0.4654486,0.3502077,0.6339308,0.74032825,0.369714,0.4597276,0.47470787,0.5952685,0.59730965,0.7465528,0.5940497,0.5713402,0.39538383,0.6856843,0.6421782,0.47475314,0.1,0.570549,0.7097906,0.72956777,0.52430975,0.5540433,0.5356771,0.5277407,0.559928,0.6283724,0.47123718,0.22819652,0.47758812,0.8749163,0.655666,0.6821314,0.791961,0.4861513,0.19122766,0.3088242,0.6156394,0.6983906,0.1495833,MJ02,2,0.5,3.75,Bueno,Positivo
0.52857953,0.525711,0.083333336,0.6000656,0.17757377,0.6714178,0.7002928,0.6472294,0.7946686,0.26083192,0.44015715,0.5225085,0.69141597,0.083333336,0.21837255,0.29526687,0.62117195,0.5736767,0.6489488,0.479066,0.3750734,0.6085962,0.49592566,0.5572186,0.51334643,0.68125635,0.5396322,0.26916268,0.6927898,0.34811395,0.37249082,0.4900795,0.28320265,0.61054486,0.083333336,0.40091124,0.5833333,0.46968248,0.42821205,0.3569212,0.5650941,0.30890903,0.5176932,0.43368495,0.7251955,0.083333336,0.44948342,0.54057485,0.3322289,0.42231554,0.13584779,0.32131016,0.86080116,0.43704626,0.49991804,0.44566822,0.42123753,0.53719044,0.25052923,0.5788509,0.6698834,0.4649179,0.4024815,0.57388926,0.7192088,0.36339924,0.50328827,0.47537497,0.5952804,0.57922715,0.6872868,0.5985416,0.5407211,0.38259706,0.557335,0.6437887,0.47451073,0.083333336,0.5657068,0.57046056,0.56787527,0.52457213,0.49935827,0.6065542,0.85302395,0.5598882,0.6789026,0.587038,0.06429231,0.28920397,0.7879685,0.62186134,0.45592353,0.6600702,0.48590636,0.18661559,0.12760995,0.6250374,0.8583801,0.16278742,MJ02,2,0.5,3.75,Bueno,Positivo
0.5296354,0.5247776,0.1,0.59475833,0.17582984,0.6714554,0.69433117,0.6468516,0.79271907,0.27237082,0.44039232,0.6621788,0.68880993,0.1,0.2364311,0.19220777,0.76103485,0.57371694,0.64913434,0.44924417,0.37173894,0.57721263,0.4184482,0.579989,0.51265323,0.6835522,0.5392164,0.18023084,0.5866858,0.3150864,0.6136164,0.47187325,0.64776754,0.74037683,0.1,0.4011668,0.4,0.46982414,0.81493294,0.66344994,0.6616126,0.19207783,0.40408704,0.42348677,0.6775379,0.1,0.45886683,0.54046935,0.7146398,0.42287108,0.2220435,0.34077644,0.48166183,0.4001023,0.6009575,0.3993822,0.66283435,0.53711283,0.18233158,0.57414687,0.3680554,0.46531165,0.40581417,0.6618888,0.7262633,0.39140922,0.48822063,0.47264186,0.5952536,0.5153552,0.7205528,0.58765554,0.5229851,0.43648463,0.56741726,0.6413332,0.47497776,0.2,0.5697777,0.7454546,0.47963515,0.5217394,0.2174446,0.14517134,0.5362614,0.5596985,0.7631169,0.3649905,0.6870665,0.5507058,0.70710427,0.5000717,0.37652928,0.5691185,0.4860368,0.1866876,0.6542175,0.61325645,0.23958,0.20766257,MJ02,4,-0.3,4.0,Bueno,Negativo
0.46359062,0.45673925,0.1,0.45850927,0.62192,0.03931461,0.18835482,0.30553523,0.20403841,0.6841796,0.55291843,0.7292346,0.13333233,0.1,0.26554853,0.22420916,0.62877744,0.54454905,0.33136734,0.47165775,0.65082806,0.43203333,0.41010928,0.50371194,0.47832018,0.32697922,0.49500042,0.2526031,0.6623455,0.67690957,0.78713703,0.5742279,0.83446026,0.7041795,0.1,0.63111985,0.2,0.51047415,0.8325696,0.8135956,0.6085723,0.2177665,0.47220746,0.61894816,0.61709005,0.4,0.5987075,0.44548526,0.6871799,0.5997964,0.3008564,0.66252124,0.43055114,0.49049312,0.6992331,0.48138595,0.76962274,0.4650596,0.2734522,0.44461417,0.23917204,0.4992901,0.61945105,0.66636163,0.61070347,0.6148697,0.48051608,0.56816846,0.38387424,0.64821815,0.6620013,0.64988846,0.46265137,0.6122749,0.52644944,0.44096842,0.49474907,0.1,0.34083942,0.7549204,0.40962687,0.46044016,0.090422384,0.11655269,0.5247304,0.45410165,0.79491866,0.33134362,0.8043091,0.7446305,0.31712914,0.3019419,0.3710198,0.49979103,0.4873812,0.65439373,0.7357034,0.64788073,0.30041105,0.7008849,MJ02,4,-0.3,4.0,Bueno,Negativo
0.46327376,0.4554427,0.09090909,0.4713157,0.62186885,0.041473113,0.21199533,0.2836825,0.19186887,0.6854523,0.5616976,0.5265931,0.1434102,0.09090909,0.2813089,0.24410386,0.6700752,0.5350781,0.33405378,0.53085315,0.6580203,0.43973044,0.47986156,0.5339297,0.47808528,0.32700777,0.48748896,0.18124369,0.846595,0.67232966,0.60234535,0.57458174,0.6651572,0.74328035,0.09090909,0.639024,0.45454547,0.5132182,0.8034745,0.67427665,0.6069322,0.2177665,0.4740742,0.6206227,0.83277607,0.18181819,0.59870356,0.42536682,0.26998815,0.59989154,0.16417037,0.6571807,0.80036455,0.50079334,0.52426463,0.5133423,0.5870318,0.4621276,0.20640971,0.44758186,0.71719515,0.5031814,0.6144118,0.7148356,0.88294077,0.6265398,0.5119263,0.5684135,0.32970598,0.74133176,0.8461811,0.61755383,0.4690754,0.63311005,0.76407266,0.392679,0.500546,0.09090909,0.3436288,0.85554665,0.36976063,0.4617072,0.14534084,0.19457406,0.4953362,0.42722696,0.7085272,0.37075782,0.74890023,0.641438,0.31600168,0.23015593,0.33247077,0.4807124,0.48729828,0.6572367,0.7189314,0.5566046,0.49400538,0.6989715,MJ02,4,-0.3,4.0,Bueno,Negativo
0.46206802,0.4527255,0.11111111,0.20274322,0.61685085,0.29163358,0.12824915,0.18230247,0.14339706,0.6258736,0.60297096,0.6706414,0.34994543,0.22222222,0.2699413,0.20509,0.30484438,0.55459726,0.4144425,0.55688703,0.636453,0.30430654,0.46929228,0.55847627,0.4772931,0.33960876,0.55545324,0.1874517,0.78779006,0.4480224,0.5559605,0.5480285,0.56325513,0.73446614,0.11111111,0.6747546,0.33333334,0.5274316,0.8165154,0.69498825,0.7166015,0.2177665,0.31424466,0.52567214,0.77379835,0.11111111,0.5979236,0.46281388,0.48472053,0.5915484,0.24366233,0.68168104,0.63178277,0.5081613,0.5423917,0.51864564,0.55369693,0.45427656,0.17251036,0.5274883,0.6297043,0.5407619,0.55721796,0.6128908,0.84223706,0.642169,0.509362,0.55331206,0.40646735,0.7290851,0.8088086,0.33311778,0.49206823,0.23710115,0.6815661,0.023383623,0.54347056,0.11111111,0.35159296,0.82585436,0.4729828,0.4521974,0.21444175,0.12493795,0.53538567,0.43331805,0.48602214,0.46908504,0.7200889,0.5355639,0.3216786,0.6708733,0.32764366,0.29330915,0.48874894,0.54881036,0.65801203,0.5462124,0.25629222,0.6825307,MJ02,4,-0.3,4.0,Bueno,Negativo
0.5138505,0.5083434,0.09090909,0.6688079,0.2017446,0.6708796,0.71681565,0.63735634,0.74590117,0.49341005,0.4434738,0.6574267,0.70256305,0.18181819,0.3160957,0.1915634,0.88675636,0.56928515,0.65417224,0.37984404,0.5464906,0.85059077,0.4337646,0.564937,0.50240606,0.6632059,0.5222856,0.20614901,0.77802503,0.56875926,0.5043261,0.51191664,0.5564333,0.5665816,0.09090909,0.4062723,0.45454547,0.47142684,0.7771469,0.59216094,0.78025615,0.24584535,0.18255106,0.48581702,0.9364803,0.09090909,0.28077307,0.5400552,0.3338457,0.5437917,0.22433846,0.5490603,0.8819971,0.438325,0.5119495,0.34741065,0.5946112,0.536834,0.14751238,0.607849,0.38894334,0.46402517,0.46986118,0.47331575,0.9702161,0.40490866,0.36034295,0.51165366,0.59521,0.7130106,0.9476134,0.64730203,0.5076727,0.6663456,0.9259199,0.6586953,0.47374356,0.09090909,0.5635463,0.9443397,0.5128534,0.58134305,0.49480653,0.22992563,0.53521687,0.5601341,0.9057505,0.7284102,0.5422006,0.49059522,0.6716772,0.57842284,0.41449702,0.48868182,0.48498377,0.4423694,0.4518274,0.73401886,0.27283496,0.2165024,MJ02,4,-0.3,4.0,Bueno,Negativo
0.5257598,0.5189274,0.1,0.67159843,0.19748087,0.6709771,0.72313774,0.6445167,0.78081715,0.48918098,0.441092,0.7183029,0.7032254,0.1,0.35528278,0.31503674,0.814101,0.5696819,0.65470165,0.42700887,0.53904074,0.75096214,0.5785321,0.56156003,0.50949454,0.6571524,0.52125365,0.30799383,0.82561517,0.5934916,0.6818298,0.52732843,0.6839155,0.6277335,0.1,0.4023546,0.5,0.47025692,0.769949,0.7920963,0.5739421,0.30890903,0.50906926,0.5068212,0.6178965,0.1,0.20414147,0.5404078,0.285167,0.5444223,0.22488683,0.5210283,0.59749764,0.42953256,0.587344,0.39353904,0.55047816,0.53716046,0.3196798,0.6085952,0.47726473,0.46332303,0.48030213,0.6223817,0.64711905,0.35167333,0.43876773,0.5134463,0.5952733,0.7500071,0.6525786,0.65877104,0.5068346,0.61559695,0.46227735,0.6607036,0.4731513,0.1,0.56100005,0.7492219,0.462318,0.5812584,0.13269383,0.23307824,0.4951536,0.56027836,0.6006825,0.27659786,0.7653264,0.69358534,0.74048847,0.34386817,0.3554776,0.49026358,0.48488745,0.43989137,0.6256713,0.7391646,0.49191934,0.14062054,MJ02,4,-0.3,4.0,Bueno,Negativo
0.5275557,0.52631897,0.1,0.6716839,0.19463198,0.6710416,0.7243628,0.64619106,0.78932613,0.46523002,0.44051266,0.52063954,0.7059937,0.1,0.2708571,0.2599351,0.6837139,0.56695557,0.6564058,0.49811178,0.57844377,0.53357714,0.40638748,0.5493673,0.51180804,0.67892325,0.52240247,0.1982229,0.6234809,0.5873879,0.82897985,0.5286834,0.8791098,0.46660843,0.1,0.40147415,0.4,0.4699028,0.8675354,0.6876234,0.3560998,0.2177665,0.66225874,0.4945642,0.6917324,0.2,0.2070944,0.5400489,0.4516951,0.54559594,0.38815534,0.54358906,0.95071286,0.45886394,0.572505,0.4699713,0.5596164,0.53721595,0.24668564,0.60923564,0.49027276,0.46353492,0.4264413,0.74856055,0.7199083,0.3732584,0.50780094,0.5201382,0.5952546,0.6562036,0.7076514,0.6517557,0.5075076,0.6426394,0.6192931,0.66032284,0.47319233,0.1,0.5626048,0.8213377,0.47504312,0.59191006,0.4259773,0.24899653,0.99632424,0.5603246,0.5306161,0.97189313,0.9180893,0.9122685,0.75417507,0.34803894,0.36696604,0.49054426,0.48487845,0.4148886,0.84139484,0.74267834,0.97203916,0.12978111,MJ02,4,-0.3,4.0,Bueno,Negativo
0.5242875,0.52360946,0.09090909,0.6714835,0.19805865,0.670964,0.7158622,0.64423954,0.77942115,0.47405398,0.44118297,0.4952558,0.70510393,0.09090909,0.21157925,0.28872815,0.7372521,0.5685047,0.6558885,0.48800048,0.559138,0.6293439,0.21686937,0.5608337,0.5092744,0.6751299,0.52235365,0.24899183,0.20757322,0.5717698,0.7175394,0.51017314,0.6727778,0.49949527,0.09090909,0.40262526,0.54545456,0.47025323,0.79459965,0.6827163,0.7798695,0.2177665,0.18342239,0.4643324,0.7659195,0.09090909,0.21260586,0.53985596,0.5260767,0.5453532,0.71988255,0.5764393,0.7749207,0.45081502,0.6920548,0.45115566,0.6386534,0.53699064,0.35294554,0.60892254,0.42210647,0.4639759,0.45799714,0.80015075,0.7065209,0.40606987,0.49212256,0.5180068,0.5952126,0.09010048,0.7307132,0.64133626,0.5051023,0.6967124,0.7798832,0.6590458,0.47355536,0.09090909,0.57195264,0.72855777,0.5099906,0.58956105,0.43614402,0.6720491,0.5038271,0.5602243,0.5567505,0.6946717,0.7909202,0.60833794,0.6498651,0.81730896,0.39681467,0.49192706,0.48488975,0.42123523,0.8447684,0.7488462,0.7230459,0.23630859,MT01,3,-0.3,4.0,Bueno,Negativo
0.5162666,0.51384366,0.14285715,0.6705309,0.20253134,0.6708615,0.7185388,0.63882756,0.7528818,0.5117965,0.44302496,0.30645642,0.7051506,0.14285715,0.13579904,0.23807931,0.9120848,0.56813055,0.65655273,0.3334416,0.564417,0.88604975,0.13451715,0.570971,0.5035185,0.638404,0.52028835,0.14359231,0.77209014,0.58391416,0.23129342,0.51786417,0.14642183,0.6539276,0.14285715,0.4054142,0.2857143,0.47121197,0.75612545,0.32328176,0.66989285,0.19207783,0.3919307,0.4563337,0.80892557,0.14285715,0.23734085,0.53992057,0.72449315,0.5443139,0.39138713,0.5807121,0.7202257,0.4082035,0.48499116,0.30072302,0.42918757,0.53691655,0.183675,0.60908276,0.29944515,0.46383423,0.4465892,0.77198756,0.80112123,0.3753025,0.33158848,0.5071293,0.59524465,0.7712469,0.75824386,0.65476686,0.5100885,0.68788135,0.8277861,0.65982723,0.47345296,0.14285715,0.5647818,0.6104736,0.4911025,0.6073706,0.24432743,0.41264206,0.52164745,0.5602931,0.47555444,0.62127995,0.58279383,0.12123118,0.6950246,0.5131562,0.44420314,0.496069,0.4849302,0.3971008,0.84508955,0.76002735,0.492021,0.19646014,MT01,3,-0.3,4.0,Bueno,Negativo
0.51916224,0.51813304,0.125,0.6709177,0.19807807,0.6709635,0.7209845,0.6429533,0.77299,0.5099574,0.4415883,0.7337212,0.70487714,0.125,0.096653655,0.24084103,0.8488274,0.5689645,0.6566446,0.3722243,0.5519813,0.7982945,0.10441155,0.54667115,0.5075841,0.6150209,0.5198845,0.32203156,0.811308,0.58751124,0.66789824,0.52202713,0.46704814,0.66509485,0.125,0.40319756,0.125,0.47030202,0.8485058,0.7063564,0.83310825,0.2177665,0.06709345,0.49951807,0.83065563,0.125,0.22727832,0.54019105,0.7804796,0.5446517,0.4454443,0.5333433,0.6549284,0.417947,0.8090766,0.35432965,0.7188474,0.5370744,0.3850688,0.6091115,0.31749383,0.46355698,0.4655483,0.7073654,0.6800456,0.3682937,0.39750397,0.50808877,0.59525645,0.8066341,0.75188583,0.654313,0.50556195,0.66983765,0.84368587,0.6602331,0.4731733,0.375,0.55314577,0.7074563,0.5010155,0.59154403,0.1335931,0.57254845,0.52010715,0.56029785,0.5363758,0.5671162,0.8657877,0.26897934,0.71290773,0.80199873,0.3845318,0.5020474,0.4848959,0.40126577,0.9533982,0.73936814,0.5451615,0.16918921,MT01,3,-0.3,4.0,Bueno,Negativo
0.5221699,0.5208273,0.09090909,0.6720137,0.19321929,0.67107344,0.7180645,0.6450713,0.78362113,0.4941439,0.4408467,0.8133342,0.70208365,0.09090909,0.11935641,0.24388045,0.6668377,0.57166153,0.65503025,0.49504402,0.4859406,0.60979563,0.14664541,0.54038393,0.51022357,0.6289334,0.51552904,0.6107774,0.62764144,0.59227496,0.87025696,0.51836556,0.73410475,0.645246,0.09090909,0.4021279,0.54545456,0.46992946,0.806024,0.93621147,0.88888043,0.2177665,0.0025466708,0.5174136,0.81626743,0.09090909,0.19260217,0.54055774,0.6092592,0.5449814,0.38892877,0.50398064,0.66516995,0.45452413,0.97213686,0.47428942,0.98168874,0.53705806,0.7224944,0.60868275,0.33627954,0.46335375,0.5242914,0.7143299,0.42698887,0.35777384,0.5198667,0.5128224,0.59527147,0.6606761,0.7513506,0.6581698,0.505836,0.6658188,0.8174958,0.6607282,0.47301438,0.09090909,0.543037,0.5998165,0.47300395,0.57781124,0.44592988,0.42295608,0.5200468,0.5602313,0.64667165,0.5690447,0.7562023,0.08156061,0.6683636,0.9348965,0.34965283,0.4924845,0.48485935,0.44045132,0.9788223,0.7290892,0.76379716,0.21116665,MT01,3,-0.3,4.0,Bueno,Negativo
0.50929785,0.5067078,0.11111111,0.67093045,0.19279493,0.671083,0.71458197,0.6377518,0.74776775,0.5244985,0.4432017,0.7414286,0.70294446,0.11111111,0.20764571,0.28469697,0.7034201,0.5715497,0.654461,0.49694586,0.48991653,0.6801014,0.21802177,0.55829036,0.50253475,0.5960434,0.51987296,0.3977071,0.3152667,0.57723784,0.8000725,0.5079156,0.85053736,0.7161301,0.11111111,0.4059926,0.44444445,0.47093964,0.75764745,0.8483623,0.7394857,0.24584535,0.27013114,0.5013028,0.76726145,0.11111111,0.22638713,0.54042304,0.55019444,0.5445513,0.60472596,0.53030473,0.736785,0.45766062,0.84873134,0.46166053,0.94033986,0.53676486,0.49216077,0.6086287,0.3985732,0.46372065,0.52097434,0.7260035,0.6204989,0.3913171,0.49764872,0.5034074,0.5952365,0.29865086,0.73205477,0.6715878,0.5060085,0.6869734,0.77844846,0.65962166,0.47332272,0.11111111,0.4768678,0.71179503,0.47545162,0.57543784,0.14223409,0.36214775,0.49871233,0.5601831,0.5432129,0.5943292,0.68314624,0.46027133,0.6342762,0.6246946,0.3710858,0.48826966,0.48489588,0.44884226,0.8318523,0.72922647,0.73117816,0.25219807,MT01,3,-0.3,4.0,Bueno,Negativo
0.498015,0.4900275,0.1,0.6701366,0.19697861,0.6709885,0.7116698,0.62392944,0.6866302,0.5820975,0.44775385,0.9485016,0.7055646,0.1,0.16539569,0.26794687,0.87303257,0.56936383,0.65580696,0.45707935,0.5450741,0.87336516,0.1499128,0.594436,0.49476624,0.53434926,0.52320296,0.6259936,0.6496416,0.55515903,0.9650306,0.50071603,0.97660214,0.681691,0.1,0.4134664,0.4,0.47326142,0.8690161,0.96380067,0.8220511,0.24584535,0.089403994,0.4664495,0.78459936,0.1,0.24343446,0.53983986,0.5695892,0.5432105,0.3453394,0.56859344,0.71408004,0.47705257,0.96757495,0.3948822,0.9906133,0.53626716,0.72660416,0.6092889,0.19223307,0.46416456,0.46985832,0.68992156,0.41510257,0.42616627,0.3764953,0.47487208,0.5951855,0.6591546,0.7338515,0.68156385,0.50317425,0.7178092,0.8124004,0.6578419,0.47396067,0.2,0.43559304,0.80706966,0.50232476,0.6008128,0.05648389,0.30274445,0.51111007,0.5601905,0.5714131,0.40662223,0.9249643,0.7102091,0.6139422,0.7910617,0.38342392,0.4827829,0.4849418,0.41321793,0.9625555,0.73678625,0.8188922,0.27694428,MT01,3,-0.3,4.0,Bueno,Negativo
0.51677245,0.5169509,0.09090909,0.58465064,0.1838812,0.6712805,0.70109296,0.6417277,0.76693404,0.25632113,0.44197205,0.34530872,0.6933602,0.09090909,0.11053812,0.1961677,0.60587037,0.5729253,0.6478173,0.45908168,0.42741603,0.61801124,0.21652383,0.5554277,0.50634265,0.68784827,0.54242253,0.14348003,0.6011673,0.33475292,0.2783076,0.48495308,0.09512955,0.596006,0.18181819,0.4038831,0.45454547,0.47047004,0.75690585,0.49779442,0.7365929,0.14776549,0.27592903,0.4332562,0.81995153,0.09090909,0.4704783,0.5403786,0.52766734,0.419121,0.3178137,0.31549063,0.73356724,0.45068276,0.6387235,0.42835075,0.42123753,0.53707975,0.20413518,0.5782968,0.4046616,0.4654486,0.3502077,0.80809045,0.78236026,0.369714,0.4597276,0.47470787,0.5952685,0.59274685,0.77575487,0.5940497,0.5713402,0.39538383,0.7735791,0.6421782,0.47475314,0.09090909,0.570549,0.58926004,0.72956777,0.52430975,0.2802447,0.5674572,0.5387226,0.559928,0.47628346,0.5903736,0.48074144,0.07119086,0.8749163,0.6350848,0.6821314,0.791961,0.4861513,0.19122766,0.87587833,0.6156394,0.55109566,0.1495833,MT01,3,-0.3,4.0,Bueno,Negativo
0.52857953,0.525711,0.125,0.6000656,0.17757377,0.6714178,0.7002928,0.6472294,0.7946686,0.26083192,0.44015715,0.39549863,0.69141597,0.125,0.20130756,0.25438988,0.62117195,0.5736767,0.6489488,0.479066,0.3750734,0.6085962,0.22474067,0.5572186,0.51334643,0.68125635,0.5396322,0.30116594,0.7164929,0.34811395,0.73908794,0.4900795,0.65169084,0.6340258,0.25,0.40091124,0.125,0.46968248,0.84109694,0.79130363,0.7972424,0.19207783,0.1440865,0.43368495,0.7695904,0.125,0.44948342,0.54057485,0.6505522,0.42231554,0.5725468,0.32131016,0.7003832,0.43704626,0.8285746,0.44566822,0.8274813,0.53719044,0.4256676,0.5788509,0.07590447,0.4649179,0.4024815,0.8015962,0.66059405,0.36339924,0.50328827,0.47537497,0.5952804,0.799621,0.7475537,0.5985416,0.5407211,0.38259706,0.7734714,0.6437887,0.47451073,0.25,0.5657068,0.684356,0.56787527,0.52457213,0.29435262,0.18470699,0.51707244,0.5598882,0.32211894,0.6278573,0.86234784,0.3609237,0.7879685,0.8297733,0.45592353,0.6600702,0.48590636,0.18661559,0.9613599,0.6250374,0.64061254,0.16278742,MT01,3,-0.3,4.0,Bueno,Negativo
0.5296354,0.5247776,0.11111111,0.59475833,0.17582984,0.6714554,0.69433117,0.6468516,0.79271907,0.27237082,0.44039232,0.56024337,0.68880993,0.11111111,0.1372773,0.24172793,0.76103485,0.57371694,0.64913434,0.44924417,0.37173894,0.57721263,0.16035666,0.579989,0.51265323,0.6835522,0.5392164,0.33602068,0.7069313,0.3150864,0.7713597,0.47187325,0.82165265,0.6287498,0.11111111,0.4011668,0.44444445,0.46982414,0.83347195,0.8204421,0.74113655,0.19207783,0.26679423,0.42348677,0.8187032,0.11111111,0.45886683,0.54046935,0.41508144,0.42287108,0.42253068,0.34077644,0.750445,0.4001023,0.8645894,0.3993822,0.95324737,0.53711283,0.45292056,0.57414687,0.26774436,0.46531165,0.40581417,0.7789912,0.6681115,0.39140922,0.48822063,0.47264186,0.5952536,0.74105585,0.76910794,0.58765554,0.5229851,0.43648463,0.8227847,0.6413332,0.47497776,0.11111111,0.5697777,0.7080148,0.47963515,0.5217394,0.43454033,0.34535772,0.5095986,0.5596985,0.36442554,0.6025599,0.83002484,0.33135146,0.70710427,0.75876373,0.37652928,0.5691185,0.4860368,0.1866876,0.95381576,0.61325645,0.71508676,0.20766257,MT01,3,-0.3,4.0,Bueno,Negativo
0.46359062,0.45673925,0.09090909,0.45850927,0.62192,0.03931461,0.18835482,0.30553523,0.20403841,0.6841796,0.55291843,0.54283977,0.13333233,0.09090909,0.20822996,0.25889266,0.62877744,0.54454905,0.33136734,0.47165775,0.65082806,0.43203333,0.15160014,0.50371194,0.47832018,0.32697922,0.49500042,0.21732713,0.2913839,0.67690957,0.8303677,0.5742279,0.905051,0.5703223,0.09090909,0.63111985,0.36363637,0.51047415,0.8104495,0.6018436,0.6968197,0.19207783,0.3491183,0.61894816,0.7642103,0.27272728,0.5987075,0.44548526,0.49182943,0.5997964,0.6390797,0.66252124,0.78902143,0.49049312,0.69295573,0.48138595,0.82553136,0.4650596,0.31487337,0.44461417,0.3082893,0.4992901,0.61945105,0.8090354,0.7231737,0.6148697,0.48051608,0.56816846,0.38387424,0.26447985,0.7434572,0.64988846,0.46265137,0.6122749,0.8148445,0.44096842,0.49474907,0.09090909,0.34083942,0.8039553,0.40962687,0.46044016,0.30716172,0.38120675,0.5745571,0.45410165,0.7426921,0.61238194,0.79155564,0.83513707,0.31712914,0.6024282,0.3710198,0.49979103,0.4873812,0.65439373,0.7449904,0.64788073,0.73312306,0.7008849,MT01,3,-0.3,4.0,Bueno,Negativo
