HRV_LFHF-D-HRV_MSE,Gamma_F3-D-Gamma_C4,HRV_HF-D-vlf,bpm-D-vlf,HRV_RMSSD-D-HRV_MSE,HRV_PAS-D-HRV_MSE,hf-D-vlf,Fatigue-M-Engagement,lf-D-vlf,Gamma_FP1-D-Gamma_F4,p_total-D-lf,Alpha_FP1-D-Fatigue,HRV_VHF-D-vlf,Theta_FP1-D-Fatigue,Alpha_FP1-M-Engagement,Alpha_FP1-D-Engagement,breathingrate-D-HRV_MSE,Gamma_F3-D-Theta_FP1,p_total-D-HRV_LF,hf-D-lf,Alpha_FP1-M-Theta_FP1,Gamma_FP1-D-Alpha_FP1,Alpha_FP1-M-Gamma_F4,sad,HRV_PIP-D-HRV_PSS,Fatigue-D-Load,Alpha_FP1-D-Theta_FP1,Load,sdnn-D-HRV_MSE,HRV_HFn-D-HRV_MSE,p_total-D-hf,HRV_DFA-D-HRV_MSE,bpm-D-hf,HRV_HF-D-lf,Gamma_C4,HRV_S-D-hf,HRV_CSI-D-HRV_MSE,hr_mad-D-p_total,HRV_S-D-p_total,HRV_LFHF-D-hf,Fatigue-D-Theta_FP1,Load-D-Gamma_F4,HRV_LnHF-D-HRV_MSE,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,Alpha_FP1,HighBeta_C4,hr_mad-D-hf,Fatigue-D-Gamma_F4,HRV_LF-D-lf,HRV_TINN-D-hf,Gamma_C4-M-Fatigue,Gamma_F4-M-Engagement,Fatigue,bpm-D-lf,Alpha_FP1-M-Gamma_F3,bpm-D-HRV_MSE,Alpha_FP1-D-Gamma_FP1,HRV_TINN-D-lf,Gamma_F4-D-Theta_FP1,vlf-D-lf,HRV_LFHF-D-p_total,HRV_HF-D-hf,Theta_FP1,HRV_LFHF-D-lf,HRV_TINN-D-p_total,vlf-L,neutral,Gamma_F3,vlf-D-HRV_HF,Gamma_C3-D-Gamma_C4,angry,LowBeta_C3,Gamma_PZ-D-Fatigue,vlf-M-HRV_LFHF,HRV_LF-D-HRV_MSE,p_total-D-HRV_VHF,happy,Gamma_F4-D-Alpha_FP1,p_total-D-hr_mad,Engagement-D-Gamma_F4,HRV_VHF-D-HRV_MSE,Gamma_F4-D-Gamma_F3,Gamma_C3-D-LowBeta_C3,HRV_SampEn-D-HRV_MSE,HRV_LF-D-hf,HRV_LF-D-p_total,Theta_FP1-D-Gamma_F4,LowBeta_FP2-D-HighBeta_FP1,Gamma_F4-D-Gamma_FP2,Alpha_FP1-D-Alpha_F3,LowBeta_C4-D-HighBeta_C4,Gamma_C3,Gamma_F3-D-Alpha_FP2,Alpha_FP1-D-Gamma_C4,p_total-D-HRV_RMSSD,Gamma_F3-D-LowBeta_FP1,LowBeta_C4,Gamma_C3-M-Gamma_C4,Gamma_F4-D-Engagement,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.87374383,0.39055842,0.9866284,0.9866284,0.9262463,0.5825916,0.9866284,0.8106279,0.9866284,0.33675456,0.58694565,0.75069547,0.9866284,0.3632811,0.36707753,0.13725385,0.9223428,0.2342459,0.35866633,0.7131989,0.98481315,0.27588958,0.8841635,0.024390243,0.19333804,0.68472403,0.1825349,0.86242425,0.95987105,0.5171105,0.23095801,0.610987,0.3023482,0.35184613,0.40633798,0.5927484,0.75094885,0.46775496,0.71513623,0.50305134,0.6465859,0.022856848,0.23343526,0.4912482,0.34857866,0.24156408,0.4615455,0.3426999,0.026395041,0.60435617,0.50111026,0.22396001,0.5391072,0.8389976,0.3702649,0.4754965,0.5811356,0.82776535,0.66269755,0.23932134,0.2158389,0.62172025,0.27856025,0.015250225,0.64894176,0.6432785,0.020703336,0.8780488,0.5985842,0.24714722,0.38581103,0.024390243,0.6492242,0.7958148,0.20682827,0.9375092,0.5172601,0.024390243,0.38977876,0.45455697,0.7091639,0.42226455,0.5373714,0.43962345,0.9364842,0.42563054,0.58485276,0.96780545,0.22547835,0.90599364,0.30662283,0.18598808,0.6000132,0.29924148,0.6259919,0.3550809,0.41341105,0.77462965,0.4175757,0.46964368,MT01,3,-0.3,4.0,Bueno,Negativo
0.40120035,0.3692152,0.4421366,0.4421366,0.38374165,0.27694875,0.4421366,0.85527754,0.4421366,0.33886066,0.8978249,0.8120662,0.4421366,0.8161825,0.8125454,0.80475736,0.38151363,0.3497472,0.46216393,0.93556035,0.40602627,0.87485796,0.9412814,0.035714287,0.29167253,0.7795891,0.18693228,0.8457898,0.39683434,0.22609875,0.19815402,0.30708835,0.2659012,0.5550313,0.08176181,0.23909184,0.2587968,0.3209935,0.32661146,0.28469345,0.21529336,0.77573967,0.7560572,0.15851113,0.97397375,0.8116331,0.51886016,0.25495306,0.68227714,0.668435,0.21494682,0.11072999,0.06363057,0.8433883,0.38362384,0.35010216,0.21899705,0.23238672,0.36357248,0.8928162,0.3947079,0.32319346,0.32604435,0.39080745,0.42129236,0.2563503,0.5461587,0.8214286,0.56015205,0.34386992,0.35527202,0.035714287,0.4602774,0.7754138,0.45210737,0.71257585,0.41801164,0.035714287,0.9107846,0.6381871,0.8504251,0.76317626,0.922287,0.43965438,0.46852294,0.31199855,0.43485916,0.21740226,0.9818933,0.59464926,0.93325686,0.8112447,0.55233824,0.6086735,0.1627618,0.8045702,0.38507256,0.21070436,0.6253122,0.06965045,MT01,4,-0.4,4.5,Excelente,Negativo
0.3586285,0.35718772,0.4421366,0.4421366,0.40415823,0.38670793,0.4421366,0.86343056,0.4421366,0.32784072,0.95252967,0.81522673,0.4421366,0.8293561,0.82905054,0.81979156,0.3887571,0.3662375,0.39727932,0.88932043,0.38674226,0.91484934,0.97277045,0.024390243,0.6384789,0.79868144,0.18461932,0.85452914,0.38927144,0.5290166,0.39516705,0.41066203,0.4873412,0.8320749,0.031604856,0.5138177,0.39691818,0.71512866,0.53991,0.4180222,0.17415278,0.83457947,0.60607886,0.12340035,0.63763267,0.82759994,0.24986972,0.60319006,0.75030684,0.8182267,0.4244771,0.068914905,0.027249174,0.8561707,0.7830084,0.34634057,0.36579633,0.22528122,0.7200287,0.96247524,0.9710782,0.44174355,0.5486579,0.41614014,0.6570754,0.45701846,0.65267056,0.5609756,0.5517531,0.57364106,0.3361701,0.34146342,0.50516975,0.7720461,0.5840464,0.33392835,0.407354,0.024390243,0.96664983,0.28616118,0.86155504,0.44150653,0.96105736,0.45446634,0.67030984,0.4714337,0.5189974,0.19517891,0.7697798,0.70233953,0.7795088,0.769997,0.54885125,0.67220193,0.14442348,0.32922146,0.43431532,0.076702565,0.69758576,0.028088255,MT01,4,-0.4,4.5,Excelente,Negativo
0.37757865,0.36518073,0.4421366,0.4421366,0.35913777,0.33311197,0.4421366,0.79224247,0.4421366,0.32116196,0.16662565,0.8130355,0.4421366,0.8416334,0.8440929,0.8046937,0.40330976,0.37691405,0.30212787,0.15825297,0.36187717,0.6389315,0.69646096,0.34146342,0.46868473,0.89865375,0.20546977,0.7784577,0.35920462,0.5731961,0.9388745,0.46931538,0.7109913,0.46198374,0.13545673,0.7091026,0.41166666,0.600625,0.4528426,0.6480008,0.13374679,0.67925346,0.6386741,0.147827,0.45682308,0.8305128,0.47820544,0.85044,0.51584065,0.40259457,0.7615173,0.15557873,0.22074343,0.81969905,0.37163222,0.33471775,0.35421792,0.2800933,0.340804,0.8483865,0.38334805,0.46811882,0.89852464,0.49563918,0.3455401,0.5121392,0.5490019,0.5609756,0.5854026,0.36805412,0.36322436,0.024390243,0.5119623,0.7847271,0.38672826,0.49950096,0.41388115,0.024390243,0.83179367,0.35142192,0.8324073,0.40605527,0.83966315,0.44139352,0.71544653,0.92556626,0.7089995,0.22960426,0.5867551,0.87948245,0.4875785,0.79301775,0.56349295,0.6956309,0.16105482,0.3686676,0.41089252,0.19696082,0.56833506,0.15219867,MT01,4,-0.4,4.5,Excelente,Negativo
0.36232084,0.37518823,0.4421366,0.4421366,0.3369492,0.40790528,0.4421366,0.7389193,0.4421366,0.32520238,0.65004396,0.81021935,0.4421366,0.84476596,0.8478666,0.80118847,0.2678263,0.39661035,0.22351386,0.4996783,0.34866902,0.54378456,0.47057137,0.3026316,0.7096914,0.91673625,0.22299892,0.7219227,0.26206708,0.41158026,0.5999829,0.19610517,0.5248411,0.88749903,0.24519916,0.5062471,0.29179034,0.7174664,0.45874184,0.49661404,0.12330868,0.5439916,0.7533448,0.17849742,0.44235694,0.8316986,0.6854161,0.71788806,0.35488042,0.91480917,0.54612625,0.233338,0.3681481,0.77854156,0.5594442,0.33179247,0.26900655,0.31279713,0.55869526,0.76045436,0.8613832,0.46815228,0.8926467,0.5408722,0.5172026,0.50141567,0.6510203,0.6447368,0.5934817,0.42038536,0.37802526,0.013157895,0.5269394,0.78347033,0.61398315,0.73061997,0.3722588,0.013157895,0.7242582,0.28496376,0.80298823,0.7782166,0.7238887,0.43422878,0.64133465,0.9274502,0.9168499,0.25449365,0.525406,0.8991689,0.4025438,0.81372756,0.5741878,0.70901334,0.1723356,0.35785174,0.40372014,0.37959307,0.5013595,0.27237132,MT01,4,-0.4,4.5,Excelente,Negativo
0.41156974,0.39015016,0.4421366,0.4421366,0.3807656,0.28248805,0.4421366,0.74590516,0.4421366,0.3458957,0.82176197,0.81062853,0.4421366,0.8444765,0.8475202,0.80469114,0.6803134,0.39163005,0.22611196,0.82983977,0.34902617,0.5061392,0.27238736,0.024390243,0.4425131,0.9098487,0.22056311,0.72930396,0.3706654,0.2797249,0.27882046,0.3394208,0.41532955,0.8553032,0.38653982,0.4907772,0.28932288,0.8160705,0.5794949,0.4613689,0.12427277,0.17674866,0.7358729,0.17411909,0.46351123,0.83275676,0.6102521,0.6095776,0.08602092,0.95867264,0.36393136,0.2735791,0.5172834,0.78155744,0.620608,0.33062136,0.25065666,0.33116597,0.5734981,0.5554209,0.6123344,0.53908825,0.6280411,0.5376202,0.673283,0.43632123,0.5481916,0.5609756,0.59606224,0.3476791,0.39286944,0.024390243,0.54365516,0.78971595,0.45317158,0.7248684,0.38102427,0.024390243,0.59256333,0.23708293,0.73067516,0.65568995,0.561296,0.42558527,0.4469138,0.78073764,0.910661,0.3398825,0.38338283,0.8418167,0.41578773,0.81022143,0.5865229,0.70821697,0.18572202,0.32293987,0.40061742,0.29602313,0.4398535,0.44047982,MT01,4,-0.4,4.5,Excelente,Negativo
0.49458954,0.3917826,0.4421366,0.4421366,0.34772453,0.39191172,0.4421366,0.8292029,0.4421366,0.35460994,0.3077669,0.8121561,0.4421366,0.82652557,0.82546,0.823982,0.32386953,0.36227962,0.561775,0.36426893,0.37557527,0.73727393,0.5318182,0.5609756,0.5904012,0.76700306,0.1944172,0.81788176,0.4632723,0.22379325,0.43517756,0.28379586,0.3146144,0.29633626,0.29393968,0.27041218,0.30572647,0.33417946,0.30292448,0.38408285,0.18323152,0.43256,0.6404472,0.15752573,0.71940213,0.82749873,0.61878824,0.34739375,0.3460194,0.311453,0.35566738,0.2156499,0.28476775,0.81407547,0.29843768,0.33803344,0.2751557,0.25716773,0.32661542,0.68420374,0.27570096,0.39360934,0.30083957,0.45410076,0.3522014,0.3695095,0.4834225,0.34146342,0.5784009,0.35749072,0.3905942,0.024390243,0.51945037,0.7871821,0.41006768,0.5313874,0.53203136,0.024390243,0.7416838,0.6172126,0.7969549,0.32159203,0.72625476,0.43852353,0.66335803,0.3451661,0.34728298,0.27966487,0.40672433,0.4460773,0.820876,0.77098787,0.568167,0.6150565,0.1801015,0.815015,0.40080538,0.35531464,0.4923564,0.29261303,MT01,4,-0.4,4.5,Excelente,Negativo
0.40613523,0.39359683,0.4421366,0.4421366,0.33305648,0.52893806,0.4421366,0.8233458,0.4421366,0.35403073,0.6468479,0.81035745,0.4421366,0.82012826,0.81744176,0.83521926,0.24414901,0.3711835,0.56524605,0.6614585,0.37228414,0.82026297,0.66366583,0.035714287,0.8658552,0.67598873,0.19612694,0.8116229,0.38239992,0.26288608,0.3325717,0.30389935,0.31615844,0.40440458,0.27698788,0.2587373,0.25863,0.3583536,0.31106317,0.33864623,0.20328456,0.5983692,0.67131615,0.17702307,0.7825483,0.8287399,0.42538747,0.32774594,0.5310813,0.42567188,0.27589104,0.23565985,0.18074231,0.7871419,0.376346,0.33934578,0.25323033,0.24178705,0.3557397,0.78777844,0.51822984,0.36351922,0.32826376,0.4627502,0.4017324,0.3055967,0.62367207,0.035714287,0.5726689,0.51648587,0.39096496,0.035714287,0.5112426,0.77678156,0.6370433,0.4279579,0.44546935,0.035714287,0.8104005,0.5813925,0.81358176,0.48474854,0.79665726,0.44140294,0.62234503,0.31057405,0.3448407,0.24645674,0.43155256,0.40348712,0.906755,0.57038635,0.5633042,0.5980973,0.17752051,0.73722535,0.40020582,0.34591147,0.50493014,0.23313238,MT01,4,-0.4,4.5,Excelente,Negativo
0.3274186,0.39539754,0.4421366,0.4421366,0.29701838,0.42583194,0.4421366,0.7936144,0.4421366,0.35617524,0.7790228,0.8071511,0.4421366,0.81627357,0.8125359,0.8431652,0.14030538,0.38778368,0.4370876,0.72677755,0.36220446,0.804578,0.6052331,0.05263158,0.41374266,0.60716754,0.20504661,0.7799179,0.3120216,0.425893,0.37573805,0.3839563,0.43282184,0.6938384,0.29245037,0.33481967,0.305189,0.5741914,0.37857634,0.36589572,0.2150193,0.59724224,0.67633075,0.21024445,0.819067,0.8305233,0.5264028,0.48717844,0.5519014,0.60583353,0.41588524,0.28183213,0.19586708,0.74183494,0.579424,0.33853322,0.28298965,0.244542,0.57168365,0.79143614,0.77096665,0.3864139,0.5350236,0.494451,0.46568644,0.45530653,0.61884946,0.7368421,0.573026,0.4699778,0.40394583,0.05263158,0.50373733,0.76696175,0.47127098,0.31133562,0.39499784,0.05263158,0.7892387,0.36897072,0.8015428,0.5569524,0.7677739,0.4543739,0.5662511,0.4180153,0.4640694,0.24540804,0.5116916,0.3714788,0.9263939,0.6670168,0.54856974,0.5783662,0.17786984,0.46708915,0.39596933,0.3657813,0.5194357,0.27735645,MT01,4,-0.4,4.5,Excelente,Negativo
0.32584116,0.3925526,0.4421366,0.4421366,0.29883292,0.2842577,0.4421366,0.80819863,0.4421366,0.3520757,0.71988153,0.81081015,0.4421366,0.82746834,0.8265996,0.8199301,0.25355464,0.36824536,0.62966573,0.64153475,0.37103173,0.6878113,0.4864195,0.0,0.21191905,0.7880083,0.20061547,0.7954559,0.50716424,0.39197254,0.43535176,0.3622205,0.31362942,0.5145909,0.31778246,0.21879312,0.304632,0.3524667,0.2533523,0.277277,0.18022051,0.41010243,0.74553394,0.17216535,0.79733527,0.8262865,0.582936,0.36070365,0.31701356,0.41282225,0.22598734,0.237507,0.3234113,0.7985582,0.3670149,0.3374935,0.31025615,0.2677985,0.28524032,0.6686895,0.784864,0.2767516,0.424308,0.47229958,0.31314582,0.23205012,0.72395194,0.0,0.5815644,0.60903144,0.3928327,0.0,0.52617836,0.7867251,0.7961153,0.49408564,0.41537246,0.0,0.7134168,0.5898116,0.78844887,0.7850473,0.7000182,0.43748724,0.7029835,0.3087243,0.30463096,0.28547335,0.544923,0.4879625,0.8078408,0.6463164,0.57083565,0.6206111,0.18341143,0.9041296,0.3908582,0.45281985,0.48085144,0.3187212,MT01,4,-0.4,4.5,Excelente,Negativo
0.32925925,0.3868652,0.4421366,0.4421366,0.28780332,0.32685855,0.4421366,0.7715781,0.4421366,0.3407688,0.26804218,0.8088792,0.4421366,0.83085144,0.8307555,0.8198325,0.31550103,0.3948761,0.32741788,0.3012778,0.3590824,0.7363459,0.6435423,0.035714287,0.27574897,0.8074425,0.21199434,0.75649697,0.28061444,0.38478664,0.5393568,0.25182804,0.38190266,0.53933775,0.23901643,0.28995582,0.24812493,0.3918321,0.30319902,0.34150267,0.16931143,0.65785396,0.7902223,0.19261242,0.6713442,0.82858455,0.5495749,0.4291589,0.5410433,0.46056387,0.29188368,0.24076974,0.22413765,0.7681495,0.3276849,0.33866817,0.24783778,0.25735444,0.26281798,0.8285565,0.307557,0.33119625,0.70820683,0.5094247,0.3006773,0.28417587,0.50567955,0.8214286,0.57503825,0.30072325,0.3879344,0.035714287,0.5140687,0.7741865,0.32584652,0.677506,0.39611635,0.035714287,0.80041313,0.53696996,0.8183293,0.7155943,0.7890327,0.4480141,0.6293343,0.65993726,0.6491559,0.23502631,0.3928328,0.59336996,0.75121593,0.90136194,0.5575117,0.65411997,0.17371581,0.68335146,0.40740123,0.13047865,0.5273519,0.21399263,MT01,4,-0.4,4.5,Excelente,Negativo
0.35357973,0.38659278,0.44213665,0.44213662,0.4909103,0.6780086,0.4421366,0.7440044,0.44213662,0.34564725,0.29487893,0.8058286,0.44213665,0.827403,0.8264241,0.8333271,0.7558651,0.4158517,0.24661522,0.36528647,0.34900162,0.7446269,0.58157444,0.035714287,0.22163431,0.7325592,0.2212211,0.7272948,0.5401612,0.9000712,0.41073424,0.43041214,0.6744256,0.85551816,0.23162048,0.51079196,0.6517641,0.89846015,0.5303515,0.45488533,0.18042943,0.65485954,0.50181794,0.22326663,0.6038504,0.8323982,0.28815526,0.7922277,0.56625384,0.6499128,0.56447065,0.2805578,0.23289363,0.7213171,0.602508,0.33751246,0.6594272,0.25570312,0.4723696,0.83519125,0.23914161,0.4787256,0.93873376,0.5383767,0.4076289,0.5993113,0.20473874,0.8214286,0.5739371,0.25405505,0.41155532,0.035714287,0.4820248,0.7563214,0.21445148,0.57217556,0.35434687,0.035714287,0.78475213,0.19739673,0.80640936,0.98148453,0.7596776,0.4775697,0.9197195,0.7947422,0.8577601,0.23320684,0.14140078,0.489428,0.8146892,0.59228104,0.51949114,0.64047754,0.17050926,0.23504208,0.41275698,0.19140226,0.5833162,0.26022282,MT01,4,-0.4,4.5,Excelente,Negativo
0.46320266,0.45302507,0.93766415,0.78625137,0.4632061,0.46320584,0.38026208,0.7328778,0.4101698,0.46365082,0.46320564,0.6663,0.6919022,0.6682199,0.6676013,0.75665283,0.46320552,0.43494728,0.46289003,0.46320614,0.3334242,0.49292687,0.27440345,0.035714287,0.4192309,0.5215591,0.35722092,0.3964663,0.4632068,0.46320644,0.44758618,0.46320596,0.99886763,0.99752635,0.6719638,0.99886763,0.46320587,0.99886763,0.99886763,0.99886763,0.2521696,0.58432275,0.53679436,0.1825193,0.60492444,0.7018291,0.77283037,0.99886763,0.13848378,0.9544726,0.99886763,0.3819178,0.6322621,0.7505236,0.9919885,0.37589374,0.46320543,0.39465973,0.9660325,0.3713484,0.45842114,0.99886763,0.99886763,0.6277025,0.83930844,0.99886763,0.22016512,0.8214286,0.58864397,0.45122772,0.46277338,0.035714287,0.5980415,0.6826514,0.45269272,0.46320575,0.45087606,0.035714287,0.43826503,0.462801,0.30302444,0.46320584,0.3737431,0.42837325,0.4632061,0.99886763,0.99886763,0.3933662,0.83608735,0.46360418,0.4324909,0.5510179,0.594232,0.7278355,0.32878926,0.46306688,0.40948442,0.74894375,0.3492449,0.6871005,ST01,1,0.1,2.5,Regular,Positivo
0.46320283,0.45038697,0.38086447,0.36661425,0.4632055,0.46320552,0.38026208,0.7322858,0.4101698,0.4658907,0.46320564,0.6663684,0.42379105,0.6683617,0.6680492,0.7611595,0.4632057,0.437793,0.4628906,0.46320614,0.3322263,0.49936262,0.2725796,0.02,0.47710872,0.51619154,0.35732841,0.39638782,0.46320575,0.46320608,0.44774556,0.4632059,0.46320614,0.44999292,0.66523594,0.46320614,0.46320584,0.46320614,0.46320614,0.46320614,0.25046375,0.58362573,0.53679436,0.18138577,0.623202,0.7043465,0.7523565,0.46320614,0.13937461,0.4499641,0.46320614,0.3850397,0.632133,0.7427604,0.44749612,0.3749273,0.46320584,0.39195502,0.44921947,0.37205595,0.45842996,0.46320614,0.46320614,0.62855375,0.4546065,0.46320614,0.5451219,0.9,0.5891334,0.45122778,0.4593701,0.02,0.6010494,0.6822289,0.45269278,0.46320578,0.45087662,0.02,0.43931767,0.4628015,0.2906618,0.46320614,0.37217626,0.42868215,0.46320614,0.46320614,0.46320614,0.39303234,0.86539036,0.47407895,0.41670042,0.5166357,0.59469175,0.74772716,0.32468912,0.46306738,0.40793955,0.7414587,0.3511832,0.6903925,ST01,1,0.1,2.5,Regular,Positivo
0.4632041,0.45140034,0.78194755,0.8606143,0.46320617,0.46320638,0.97462606,0.7227517,0.9849773,0.4790012,0.46320564,0.66500175,0.61446685,0.667135,0.66414297,0.77101815,0.4632065,0.44535765,0.4628915,0.46320614,0.33043578,0.5981969,0.2809208,0.8214286,0.56234974,0.494993,0.35907385,0.39513955,0.46320635,0.46320602,0.44781685,0.46320626,0.46320614,0.44999292,0.6643445,0.46320614,0.46320614,0.46320614,0.46320614,0.46320614,0.2650534,0.59380066,0.5367938,0.20393409,0.55355644,0.70685875,0.7504672,0.46320614,0.223714,0.4499641,0.46320614,0.4189987,0.6102362,0.7021492,0.44749612,0.37429076,0.46320578,0.35825858,0.44921947,0.39310616,0.45842114,0.46320614,0.46320614,0.63026386,0.4546065,0.46320614,0.22016512,0.035714287,0.58790606,0.45122772,0.4717036,0.035714287,0.58527106,0.67357254,0.45269272,0.46320596,0.4508807,0.035714287,0.47316927,0.462802,0.3357383,0.46320578,0.3957417,0.43829718,0.46320635,0.46320614,0.46320614,0.38472748,0.6304283,0.3277741,0.5344356,0.5243216,0.5824088,0.7148266,0.32172078,0.46306786,0.4123969,0.7364597,0.3617292,0.6779491,ST01,1,0.1,2.5,Regular,Positivo
0.4632036,0.4633809,0.81505823,0.8561342,0.4632062,0.4632061,0.73852503,0.69927055,0.53766656,0.46857673,0.46320564,0.6642125,0.59614897,0.6678098,0.66624886,0.7715857,0.4632058,0.46599156,0.46289042,0.46320614,0.3281984,0.53960836,0.2740092,0.0,0.33645704,0.49801627,0.3635018,0.39217928,0.46320596,0.46320617,0.4477434,0.46320623,0.46320614,0.44999292,0.6611858,0.46320614,0.463206,0.46320614,0.46320614,0.46320614,0.25707564,0.5913907,0.5367939,0.21681403,0.4932258,0.708501,0.7244211,0.46320614,0.20349719,0.4499641,0.46320614,0.43678534,0.62178904,0.67819536,0.44749612,0.37605575,0.46320575,0.37666753,0.44921947,0.38942376,0.45842114,0.46320614,0.46320614,0.6329256,0.4546065,0.46320614,0.22016512,0.0,0.57550997,0.45122772,0.5184051,0.0,0.5513344,0.6585919,0.45269272,0.46320584,0.45087737,0.0,0.45571682,0.46280152,0.29375693,0.46320575,0.37225783,0.4813074,0.46320635,0.46320614,0.46320614,0.3859853,0.6294503,0.4071902,0.41205385,0.5131645,0.53518826,0.77364117,0.31932583,0.4630671,0.42789206,0.7147888,0.4028043,0.68957597,ST01,1,0.1,2.5,Regular,Positivo
0.4632069,0.5862506,0.65697044,0.8521226,0.46320724,0.46320647,0.8876178,0.78620356,0.54650176,0.51021874,0.46320567,0.6641209,0.48791233,0.660471,0.64288557,0.8014989,0.46320608,0.5191988,0.46289054,0.46320614,0.33183694,0.8654526,0.30978352,0.0,0.46391654,0.41660398,0.3478782,0.40410405,0.46320716,0.46320593,0.44773164,0.46320665,0.46320614,0.44999292,0.63853663,0.46320614,0.4632064,0.46320614,0.46320614,0.46320614,0.33700112,0.6066228,0.53679293,0.21830073,0.40023613,0.7134972,0.68067956,0.46320614,0.42308593,0.4499641,0.46320614,0.4434524,0.50826406,0.6557522,0.44749612,0.39769423,0.46320605,0.2996385,0.44921947,0.4368215,0.45842114,0.46320614,0.46320614,0.6260392,0.4546065,0.46320614,0.22016512,0.0,0.44582382,0.45122772,0.7980666,0.0,0.17662515,0.590117,0.45269272,0.46320632,0.45088145,0.0,0.59293616,0.46280146,0.41724166,0.46320567,0.38682136,0.67335826,0.46320653,0.46320614,0.46320614,0.37376493,0.94645005,0.18924907,0.5331186,0.5028251,0.22695757,0.82819355,0.3100765,0.4630672,0.53270876,0.67582715,0.7062176,0.65128684,ST01,1,0.1,2.5,Regular,Positivo
0.46320528,0.517237,0.38086447,0.36661425,0.46320748,0.46320593,0.38026208,0.7998188,0.41016984,0.49898493,0.46320564,0.6667951,0.42379105,0.6635604,0.652873,0.7850781,0.4632059,0.45786902,0.46289077,0.46320614,0.3356244,0.764029,0.29951975,0.0,0.24989821,0.45558313,0.3455697,0.40627822,0.46320638,0.4632059,0.44780144,0.46320653,0.46320614,0.44999292,0.6538349,0.46320614,0.46320605,0.46320614,0.46320614,0.46320614,0.3052303,0.5977375,0.5367932,0.17431231,0.5325332,0.70808107,0.7156601,0.46320614,0.2995497,0.4499641,0.46320614,0.3827427,0.55973274,0.7383611,0.44749612,0.38645852,0.46320602,0.31960335,0.44921947,0.40355864,0.4584218,0.46320614,0.46320614,0.6225303,0.4546065,0.46320614,0.44981945,0.0,0.5207817,0.45122775,0.6499381,0.0,0.34096208,0.6470064,0.45269275,0.46320567,0.45088425,0.0,0.5366684,0.4628013,0.4028837,0.46320564,0.39797056,0.56188226,0.4632064,0.46320614,0.46320614,0.38150692,0.9069366,0.2199506,0.5865995,0.53148323,0.3965644,0.7532232,0.31850582,0.4630671,0.4675948,0.6980174,0.52928185,0.65648913,ST01,1,0.1,2.5,Regular,Positivo
0.46320474,0.4513795,0.7878019,0.86897534,0.46320647,0.463206,0.69199336,0.7268189,0.7489042,0.50176257,0.46320564,0.66297424,0.68617254,0.66394824,0.653972,0.7770277,0.4632068,0.43977568,0.46289036,0.46320614,0.33201844,0.759338,0.30292004,0.0,0.44023055,0.46966776,0.35832584,0.39566854,0.46320578,0.4632057,0.44781905,0.46320608,0.46320614,0.44999292,0.6663806,0.46320614,0.46320593,0.46320614,0.46320614,0.46320614,0.3010461,0.60624987,0.53679395,0.23670809,0.7224574,0.703947,0.74829227,0.46320614,0.35615972,0.4499641,0.46320614,0.4462056,0.56473887,0.66965985,0.44749612,0.3751832,0.46320575,0.3205468,0.44921947,0.42436266,0.45842114,0.46320614,0.46320614,0.62896603,0.4546065,0.46320614,0.22016512,0.0,0.5885301,0.45122772,0.46739674,0.0,0.5903584,0.6652489,0.45269272,0.46320623,0.4508771,0.0,0.5309133,0.46280137,0.42456594,0.46320584,0.44821396,0.43400103,0.46320644,0.46320614,0.46320614,0.37630427,0.66171896,0.22069106,0.8100011,0.5652644,0.5874381,0.6086731,0.3253488,0.46306714,0.40210626,0.71717656,0.35681516,0.6485307,ST01,1,0.1,2.5,Regular,Positivo
0.46321115,0.45240507,0.4986117,0.8351348,0.46320918,0.46320608,0.8374536,0.72329783,0.98534846,0.51002115,0.46320564,0.66180634,0.43992844,0.6625898,0.64959776,0.7823948,0.4632059,0.44341055,0.46289137,0.46320614,0.3314848,0.82012916,0.31168276,0.0,0.2484045,0.45543242,0.3589731,0.3952103,0.46320745,0.4632055,0.447918,0.46320704,0.46320614,0.44999292,0.66214716,0.46320614,0.46320665,0.46320614,0.46320614,0.46320614,0.31550962,0.6107225,0.5367921,0.2550296,0.7760385,0.7045835,0.7372483,0.46320614,0.41406742,0.4499641,0.46320614,0.4646125,0.5410057,0.6432763,0.44749612,0.3753958,0.463206,0.30856043,0.44921947,0.44188917,0.45842114,0.46320614,0.46320614,0.62950593,0.4546065,0.46320614,0.22016512,0.0,0.58629704,0.45122772,0.4683138,0.0,0.587519,0.6584772,0.45269272,0.46320596,0.4509163,0.0,0.5591658,0.462802,0.4494549,0.4632056,0.46911088,0.4362561,0.46320635,0.46320614,0.46320614,0.37282914,0.686039,0.20030996,0.87752646,0.5553299,0.58476,0.5860701,0.32385564,0.46306726,0.40008706,0.70984447,0.3605444,0.63858557,ST01,1,0.1,2.5,Regular,Positivo
