Gamma_F3-D-Gamma_F4,HRV_SampEn-D-HRV_MSE,neutral,sad,surprise,p_total-D-lf,Load,HRV_VHF-D-vlf,angry,fear,HRV_S-D-hr_mad,happy,breathingrate-D-HRV_MSE,ibi-D-HRV_MSE,bpm-D-vlf,Fatigue-M-Engagement,HRV_HF-D-vlf,Gamma_F4-D-Gamma_FP1,p_total-D-HRV_VHF,lf-D-vlf,Gamma_F3-D-Gamma_C4,HRV_RMSSD-D-HRV_MSE,bpm-D-HRV_MSE,Fatigue-D-Theta_FP1,hf-D-vlf,HRV_HF-D-HRV_MSE,HRV_DFA-D-HRV_MSE,Theta_FP1-D-Fatigue,HRV_LFHF-D-HRV_MSE,Gamma_F3-M-Gamma_F4,hr_mad-D-HRV_S,Alpha_FP1-D-Gamma_C4,p_total-D-breathingrate,Alpha_FP1,HRV_MadNN-D-HRV_MSE,HRV_HTI-D-HRV_MSE,HRV_LFHF-D-HRV_HF,HRV_LFHF-D-hf,Gamma_PZ-D-Gamma_F4,hf-M-HRV_HF,Theta_FP1-D-Gamma_F4,Gamma_PZ-D-Gamma_C4,Gamma_F4-D-Theta_FP1,LowBeta_F3-D-HighBeta_F3,Alpha_FP1-D-Engagement,LowBeta_FP1-M-Gamma_C4,Alpha_FP1-M-Engagement,HRV_LFHF-D-lf,vlf-M-HRV_LFHF,Theta_FP1,hf-D-HRV_VHF,Load-D-Gamma_F4,Alpha_FP1-M-Theta_FP1,HRV_HFn-D-HRV_MSE,p_total-D-hf,Gamma_C3-D-LowBeta_C3,Fatigue-D-Load,sdnn-D-HRV_S,hf-D-HRV_MSE,lf-D-HRV_MSE,Gamma_F3-M-Load,HRV_S-D-p_total,vlf-D-lf,HRV_RMSSD-D-HRV_CorrDim,lf-M-HRV_LFHF,Fatigue-D-Alpha_FP1,HRV_VHF-D-HRV_MSE,vlf-L,HRV_CVNN-D-HRV_pNN50,lf-M-HRV_VHF,vlf-D-hf,vlf-M-hf,HRV_CorrDim-D-HRV_MSE,HRV_LnHF-D-HRV_MSE,LowBeta_C3-D-Gamma_C4,hf-D-HRV_LF,HRV_RMSSD-D-HRV_DFA,Gamma_C4-M-Fatigue,Gamma_C4,Gamma_F4-D-Alpha_FP1,Fatigue-D-Engagement,LowBeta_F3-D-HighBeta_C3,Fatigue,hf-D-breathingrate,vlf-D-HRV_HF,lf-D-HRV_VHF,Alpha_FP1-M-Fatigue,vlf-M-HRV_LF,Gamma_F3-D-LowBeta_FP1,lf-D-HRV_LF,HRV_PAS-D-HRV_MSE,Alpha_FP1-M-Gamma_F3,LowBeta_C3-M-Gamma_C4,LowBeta_FP1-D-Gamma_F4,LowBeta_FP1-D-Gamma_C4,Gamma_F3-D-Theta_FP1,LowBeta_C3-D-Engagement,lf-M-HRV_HF,HRV_HF-D-lf,bpm-D-lf,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.44111705,0.44043925,0.0,0.0,0.0,0.4349253,0.31836125,0.4421366,0.0,0.0,0.48408437,0.0,0.6789238,0.3744524,0.4421366,0.3194298,0.4421366,0.4575313,0.42073742,0.4421366,0.4150342,0.36160362,0.6422952,0.64812756,0.4421366,0.33574033,0.6659518,0.35838532,0.4321683,0.3153505,0.42264158,0.6690298,0.29353544,0.37677515,0.35746878,0.3898268,0.45586982,0.43492767,0.571493,0.3548724,0.4955331,0.49906442,0.40062696,0.3616025,0.40130645,0.28920868,0.35899806,0.4482698,0.3160839,0.6166947,0.43114394,0.6067924,0.44731903,0.5333667,0.37012246,0.42357698,0.32779634,0.66893595,0.4245813,0.3960783,0.7180867,0.41033044,0.3454997,0.35259438,0.36186078,0.66401297,0.4589918,0.46347013,0.47671586,0.3780627,0.33328164,0.33530232,0.6392718,0.433132,0.53899187,0.61045986,0.24029015,0.6753268,0.6979167,0.35964626,0.32213497,0.28960672,0.32008338,0.31914702,0.37165937,0.417839,0.62930006,0.289921,0.39031503,0.54402894,0.50338066,0.4225944,0.2751662,0.62861085,0.6361945,0.4306655,0.67251533,0.3258436,0.39397305,0.53032553,MT01,3,-0.3,4.0,Bueno,Negativo
0.46801022,0.19376628,0.0,0.0,0.0,0.27465922,0.32055515,0.4421366,0.0,0.0,0.39525327,0.0,0.6819222,0.3829958,0.4421366,0.32130682,0.4421366,0.4594013,0.39223018,0.4421366,0.40936607,0.3833245,0.64106774,0.6431084,0.4421366,0.4162209,0.55934596,0.37415156,0.4608119,0.305435,0.55672455,0.63858,0.25824496,0.38331586,0.35954958,0.41243207,0.44580352,0.74007994,0.63666517,0.29551953,0.5541344,0.46707398,0.36956438,0.3710021,0.39666396,0.30986795,0.37597266,0.45789385,0.6356529,0.61534166,0.38487512,0.50685537,0.44673935,0.49239552,0.91030437,0.4223635,0.35156804,0.5657686,0.23930082,0.4216355,0.71611416,0.47320485,0.64347315,0.39750376,0.398811,0.6623722,0.58733344,0.6314793,0.748019,0.4636046,0.9056809,0.38933894,0.50419927,0.47696403,0.50546694,0.23983678,0.3100037,0.670382,0.66101533,0.35427606,0.32649487,0.3373461,0.3234152,0.20549494,0.5985753,0.40116897,0.62543046,0.5936305,0.3932767,0.44983792,0.53256375,0.422327,0.30057085,0.7035545,0.55845755,0.43101293,0.65609914,0.3709326,0.42311084,0.5085115,MT01,3,-0.3,4.0,Bueno,Negativo
0.43365693,0.24509528,0.0,0.0,0.0,0.3660756,0.31181827,0.4421366,0.0,0.0,0.3316078,0.0,0.78564495,0.41074607,0.4421366,0.31382537,0.4421366,0.4799528,0.42035118,0.4421366,0.40197778,0.31372324,0.6478963,0.6459764,0.4421366,0.17443848,0.7529254,0.36520368,0.5037834,0.3211777,0.69012576,0.60859376,0.16971765,0.38306922,0.27864563,0.8753891,0.6269909,0.9518537,0.544688,0.23506188,0.45343924,0.43870503,0.42901123,0.36888313,0.40637657,0.34691495,0.3662987,0.81511235,0.43864924,0.62886655,0.4075071,0.6648941,0.43598634,0.49660555,0.7875884,0.4228715,0.33050787,0.6679473,0.18373291,0.21250795,0.7210369,0.6222148,0.68935496,0.4355806,0.27142954,0.6654448,0.23411323,0.5342158,0.6414059,0.21237116,0.8427792,0.2918206,0.22557199,0.2503316,0.46753275,0.3044395,0.17960459,0.6722096,0.61107767,0.3626609,0.31825987,0.29615155,0.315403,0.16325243,0.6730723,0.4259278,0.6385694,0.28772414,0.39305958,0.44378138,0.6184381,0.42307276,0.33621556,0.5956894,0.4865689,0.4479185,0.66579074,0.210681,0.40048143,0.8385057,MT01,3,-0.3,4.0,Bueno,Negativo
0.45639127,0.2600032,0.0,0.0,0.0,0.6011323,0.31312624,0.4421366,0.0,0.0,0.8336194,0.0,0.7879817,0.856973,0.4421366,0.31494653,0.4421366,0.46883264,0.51544213,0.4421366,0.40495184,0.84895205,0.95586956,0.64357316,0.4421366,0.37164846,0.96181655,0.3727127,0.71058595,0.31055114,0.17957795,0.61401314,0.6495812,0.39020467,0.5239119,0.8984328,0.5559738,0.37657076,0.5917531,0.3763291,0.5008921,0.43185124,0.39743078,0.37519565,0.41232434,0.33134034,0.37438634,0.41624486,0.8329042,0.6289681,0.50722146,0.5863958,0.4342044,0.88187975,0.4279641,0.42071953,0.33317456,0.2549487,0.9063955,0.84830534,0.72028613,0.40213028,0.6363858,0.8431065,0.5707408,0.66460377,0.58422333,0.6715372,0.91832393,0.4223126,0.55715674,0.82911,0.2750954,0.07181372,0.48438317,0.9264051,0.3392739,0.67274576,0.6307405,0.3573472,0.31941888,0.29858956,0.31656137,0.65330017,0.90583926,0.49363923,0.63835347,0.5631028,0.39369202,0.8010605,0.9745356,0.42149195,0.32427683,0.6676231,0.51144195,0.44789097,0.66245437,0.32781243,0.2841796,0.414143,MT01,3,-0.3,4.0,Bueno,Negativo
0.47170478,0.28768194,0.0,0.0,0.0,0.43051618,0.32270446,0.4421366,0.0,0.0,0.55260384,0.0,0.44626397,0.7191299,0.4421366,0.3231446,0.4421366,0.44733304,0.5218079,0.4421366,0.41320178,0.6060738,0.68936765,0.6425114,0.4421366,0.41310254,0.6922848,0.37599352,0.63699895,0.3053629,0.34992597,0.6420178,0.7342688,0.3894933,0.4660419,0.7348495,0.5086756,0.47040254,0.6235755,0.39723203,0.56103504,0.45417187,0.36638868,0.37517622,0.4071118,0.3018097,0.3779664,0.41133857,0.9425697,0.6139927,0.48389614,0.48894113,0.44624066,0.6272181,0.66716135,0.42112815,0.34263852,0.38077936,0.6386265,0.77527887,0.7140562,0.356087,0.68083245,0.49463445,0.6886766,0.661633,0.41266185,0.70199925,0.60260576,0.43815726,0.75770175,0.8261214,0.6620812,0.2976643,0.5220816,0.54066664,0.4169876,0.6707756,0.67440486,0.35424998,0.32678935,0.33053264,0.32439142,0.62047404,0.86993253,0.53489155,0.6254057,0.85894674,0.39473462,0.6189103,0.7279623,0.42227754,0.29492193,0.70997393,0.58430636,0.43161342,0.65659255,0.44198263,0.30842268,0.35824728,MT01,3,-0.3,4.0,Bueno,Negativo
0.45542973,0.5862425,0.8214286,0.035714287,0.035714287,0.19003683,0.34198293,0.4421366,0.035714287,0.035714287,0.31256178,0.035714287,0.52103114,0.2804071,0.4421366,0.33958742,0.4421366,0.42599502,0.4564857,0.4421366,0.40640512,0.3308052,0.3558559,0.645671,0.4421366,0.38907048,0.41221234,0.36616427,0.3909774,0.3175143,0.7359072,0.6051849,0.5325394,0.37923792,0.37240306,0.42323947,0.4265183,0.37487498,0.577362,0.49517563,0.5706503,0.42303732,0.3621026,0.3918051,0.3973522,0.36928672,0.36748162,0.28333354,0.45379314,0.58056986,0.43217728,0.48396012,0.47531933,0.31428424,0.7574122,0.42418027,0.34120345,0.68924886,0.46607503,0.8577867,0.6986475,0.29149795,0.30386433,0.37527266,0.7985337,0.65689385,0.4978144,0.5639968,0.37691554,0.90217596,0.39528245,0.4907602,0.44330874,0.6427424,0.4630472,0.5623373,0.35334295,0.6553994,0.5993304,0.3586314,0.3390691,0.4627302,0.33865345,0.41375592,0.42880702,0.52801746,0.5991011,0.469276,0.39695454,0.88191104,0.29351768,0.4297637,0.34795564,0.65529275,0.50082695,0.40786982,0.65357214,0.8095873,0.28594974,0.2886089,MT01,3,-0.3,4.0,Bueno,Negativo
0.47616318,0.4948701,0.0,0.0,0.0,0.2722172,0.3380436,0.4421366,0.0,0.0,0.41775006,0.0,0.21345256,0.31360158,0.4421366,0.3362332,0.4421366,0.33169913,0.5122438,0.4421366,0.4266073,0.40671015,0.47605875,0.64787674,0.4421366,0.42218643,0.41996607,0.359185,0.37301502,0.32166842,0.5174704,0.63913846,0.907744,0.3694536,0.5619241,0.42443985,0.4142644,0.31926957,0.5837456,0.53872716,0.57881975,0.44022304,0.3585808,0.411504,0.3854113,0.34906045,0.3599553,0.28531736,0.42657074,0.5831413,0.48831832,0.480995,0.47614026,0.502478,0.5615997,0.4226617,0.34542394,0.5032488,0.5933431,0.80703706,0.69311774,0.32444084,0.3312331,0.39376757,0.6248577,0.6584877,0.37057164,0.57309216,0.45922104,0.64797145,0.37769124,0.55236316,0.58139044,0.58838964,0.4983335,0.77187777,0.44121194,0.6606909,0.6430534,0.3567872,0.33712107,0.5522432,0.33606514,0.8598564,0.44607496,0.5734286,0.6005632,0.435126,0.40996602,0.8818193,0.43185738,0.4439981,0.31906873,0.68063337,0.59379524,0.42728657,0.6500937,0.7113689,0.30379727,0.31638846,MT01,3,-0.3,4.0,Bueno,Negativo
0.5234102,0.38905525,0.05263158,0.7368421,0.05263158,0.51275307,0.33046,0.4421366,0.05263158,0.05263158,0.5282945,0.05263158,0.5328177,0.4811605,0.4421366,0.3297681,0.4421366,0.25262302,0.5555321,0.4421366,0.45733145,0.52108395,0.4378473,0.64642817,0.4421366,0.23973231,0.57620513,0.36377934,0.4040219,0.34961748,0.3733623,0.5873172,0.44093472,0.37506494,0.5183876,0.31148213,0.48417717,0.39087203,0.5668963,0.33503053,0.5394547,0.39214253,0.3766199,0.389592,0.39163938,0.40152285,0.3648596,0.38208476,0.7115176,0.59710354,0.51899517,0.5391452,0.46343845,0.55098677,0.578709,0.4236444,0.34434697,0.36795428,0.4561561,0.47590354,0.6698399,0.48095232,0.70660925,0.5633605,0.40601745,0.66026735,0.24994516,0.67383784,0.55246335,0.29983884,0.71316445,0.693577,0.3192903,0.40457156,0.435769,0.8639002,0.42891574,0.65817875,0.5597563,0.35856858,0.33205396,0.51929253,0.33031973,0.39971092,0.8826488,0.5523047,0.61178744,0.49829438,0.4718318,0.8287147,0.36413303,0.48648116,0.3753852,0.6563144,0.45375317,0.50789964,0.6506109,0.3193133,0.31093156,0.41443303,MT01,3,-0.3,4.0,Bueno,Negativo
0.6495972,0.5976183,0.7368421,0.05263158,0.05263158,0.47487733,0.33458492,0.4421366,0.05263158,0.05263158,0.3889845,0.05263158,0.33188516,0.29201445,0.4421366,0.33328596,0.4421366,0.19757229,0.3883666,0.4421366,0.5703549,0.38306198,0.32977596,0.64915985,0.4421366,0.77878606,0.30405533,0.35508084,0.34354398,0.39213684,0.56838506,0.6391304,0.4493056,0.36528677,0.40624014,0.17941268,0.3745792,0.3554598,0.59416354,0.6950318,0.585062,0.4311797,0.3559597,0.39202252,0.38161924,0.35782054,0.35552582,0.3803263,0.32345167,0.58711684,0.4028606,0.47525728,0.4741763,0.3992649,0.3518272,0.42239076,0.344476,0.49072313,0.4129862,0.3603308,0.60329115,0.45251608,0.36044347,0.40852165,0.3528468,0.65972716,0.6969731,0.49618533,0.39072305,0.65935427,0.3379912,0.38070107,0.4615763,0.7619806,0.49431774,0.3203884,0.55424523,0.6619722,0.6372317,0.35529366,0.3347485,0.6374095,0.33340994,0.4927913,0.30418387,0.37827492,0.603844,0.4601242,0.5878242,0.30590552,0.4124358,0.57861996,0.3236898,0.7017718,0.59471065,0.6236591,0.6496855,0.67934614,0.6904721,0.4508352,MT01,3,-0.3,4.0,Bueno,Negativo
0.74791807,0.4347141,0.024390243,0.5609756,0.024390243,0.6170593,0.3508919,0.4421366,0.024390243,0.024390243,0.40615648,0.34146342,0.46977648,0.28608975,0.4421366,0.34716362,0.4421366,0.18648048,0.4762673,0.4421366,0.6997295,0.4523025,0.2541891,0.66481143,0.4421366,0.7367188,0.19796649,0.30253065,0.37216642,0.4733301,0.5372018,0.7119102,0.5823664,0.3063307,0.5219656,0.22145729,0.38337559,0.29132417,0.7109961,0.93472767,0.6419909,0.6574742,0.33441922,0.9154874,0.32095447,0.4283833,0.2992865,0.34240732,0.41623193,0.53660756,0.49558288,0.44808307,0.5349343,0.31757057,0.27485418,0.5225895,0.34518126,0.36304966,0.72293484,0.52242607,0.48824668,0.38444856,0.3464267,0.49848104,0.5531582,0.65914446,0.43615857,0.5437744,0.45715997,0.6554577,0.30123883,0.6132242,0.34622684,0.7796547,0.9076415,0.51106185,0.85516125,0.65709007,0.672576,0.35435164,0.3453866,0.68747413,0.34560534,0.68192106,0.32692266,0.4535778,0.5636235,0.6471153,0.6728234,0.3600777,0.33295467,0.71349066,0.74118155,0.74133843,0.82950807,0.6895646,0.102983326,0.86511075,0.51747644,0.3447616,MT01,3,-0.3,4.0,Bueno,Negativo
0.74015254,0.56244135,0.4375,0.03125,0.03125,0.57010156,0.3511735,0.4421366,0.03125,0.4375,0.9571178,0.03125,0.3426069,0.591263,0.4421366,0.3474029,0.4421366,0.18597741,0.98496467,0.4421366,0.7582556,0.91210383,0.43726254,0.6718662,0.4421366,0.14877836,0.5118799,0.27748886,0.96538675,0.57462674,0.12263714,0.7216766,0.5250347,0.28915715,0.8849245,0.6112198,0.9837381,0.9026261,0.6673619,0.28306407,0.5648018,0.73070997,0.36469054,0.9636397,0.3143378,0.451125,0.27261367,0.9634393,0.59151137,0.52843726,0.9853812,0.58330506,0.5483271,0.1114621,0.2784192,0.5441299,0.32203716,0.06663449,0.5365646,0.39098114,0.43051997,0.97297853,0.31223282,0.9720714,0.9215557,0.660836,0.12784536,0.42222497,0.87918264,0.18831792,0.28273562,0.33153602,0.10069176,0.22666116,0.9539202,0.459227,0.91394323,0.6575602,0.6648826,0.3617083,0.34205586,0.6358527,0.34377334,0.6191755,0.4912035,0.9839575,0.5609685,0.31230223,0.7346802,0.34640723,0.35579893,0.7794025,0.8566121,0.6398302,0.8406866,0.7480887,0.044843115,0.23260288,0.2693713,0.46591875,MT01,3,-0.3,4.0,Bueno,Negativo
0.3600723,0.9364842,0.8214286,0.035714287,0.035714287,0.58694565,0.86242425,0.9866284,0.035714287,0.035714287,0.78990275,0.035714287,0.9223428,0.9448874,0.9866284,0.8106279,0.9866284,0.7894472,0.5172601,0.9866284,0.39055842,0.9262463,0.5811356,0.6465859,0.9866284,0.48244005,0.610987,0.3632811,0.87374383,0.42354205,0.19925667,0.6259919,0.37462866,0.24156408,0.96521604,0.714044,0.59205663,0.50305134,0.3394451,0.48720816,0.96780545,0.3987046,0.23932134,0.32087922,0.13725385,0.49349043,0.36707753,0.64894176,0.20682827,0.015250225,0.54797375,0.022856848,0.98481315,0.5171105,0.23095801,0.43962345,0.68472403,0.17636871,0.8724597,0.6740962,0.2759854,0.71513623,0.2158389,0.7038702,0.77070653,0.4912482,0.42226455,0.020703336,0.6439587,0.35194632,0.21508716,0.25051314,0.82758784,0.23343526,0.32269153,0.47159642,0.8755103,0.22396001,0.40633798,0.38977876,0.86089826,0.6520021,0.8389976,0.47750595,0.24714722,0.49789953,0.017054686,0.20917913,0.41341105,0.33062997,0.5825916,0.4754965,0.4474994,0.30724302,0.2593954,0.2342459,0.4742111,0.37916,0.35184613,0.3702649,MT01,3,-0.3,4.0,Bueno,Negativo
0.43215644,0.31849146,0.0,0.0,0.0,0.2665265,0.32599905,0.4421366,0.0,0.0,0.5347554,0.0,0.27473545,0.607599,0.4421366,0.32595983,0.4421366,0.45406628,0.39989248,0.4421366,0.4137337,0.5159582,0.578405,0.64876354,0.4421366,0.80588055,0.40275568,0.35635203,0.39861318,0.31891325,0.36690477,0.68981886,0.569583,0.35047102,0.50802344,0.7785516,0.38345194,0.4221304,0.5937286,0.47920504,0.5132184,0.56126237,0.39038032,0.35959673,0.34998247,0.29376918,0.35685015,0.35498524,0.27084643,0.5957206,0.40508324,0.603003,0.47145516,0.75625646,0.5188764,0.43566605,0.38056594,0.5036483,0.3944252,0.54240304,0.7139311,0.48986638,0.28979054,0.42489654,0.3673388,0.66201085,0.6417853,0.41958523,0.49388316,0.5334163,0.31551903,0.30373928,0.711053,0.5803321,0.56075674,0.3038685,0.5944729,0.66918004,0.69555223,0.36005816,0.3337742,0.088059425,0.32960957,0.53415424,0.29010835,0.41349027,0.6061349,0.31214944,0.38831547,0.41353333,0.43039542,0.42744955,0.29326275,0.6042233,0.6397434,0.40873072,0.6104836,0.61176586,0.54488575,0.41905254,MT01,3,-0.3,4.0,Bueno,Negativo
0.9724397,0.26468325,0.024390243,0.5609756,0.024390243,0.7539452,0.37368527,0.4421366,0.024390243,0.34146342,0.66098547,0.024390243,0.53499144,0.5092924,0.4421366,0.366497,0.4421366,0.3744227,0.37924963,0.4421366,0.9792349,0.4239603,0.7423446,0.6631199,0.4421366,0.5013204,0.5451321,0.30841976,0.35628477,0.88926923,0.26792312,0.69142526,0.20041856,0.32578444,0.3188274,0.5105838,0.39873174,0.56803715,0.9326465,0.28892982,0.59728265,0.9801703,0.35099232,0.50210494,0.35404882,0.44572204,0.3056833,0.75020254,0.26598948,0.50721014,0.39594874,0.49768582,0.55182993,0.84515023,0.3182759,0.9861134,0.31802452,0.55033827,0.23674919,0.16981441,0.06411566,0.752457,0.6225811,0.387683,0.1987093,0.65304,0.42292815,0.4413198,0.535223,0.21835746,0.4610791,0.28222114,0.6499676,0.4079756,0.53795594,0.32358655,0.35746732,0.64753246,0.6666557,0.36407024,0.35534635,0.42410925,0.35976085,0.22486621,0.3312782,0.35679677,0.5450261,0.26481128,0.9805627,0.25038794,0.6259967,0.97616136,0.31744164,0.6399137,0.8380102,0.97679883,0.64621854,0.22935563,0.919534,0.96817964,MT01,3,-0.3,4.0,Bueno,Negativo
0.44111705,0.44043925,0.5609756,0.34146342,0.024390243,0.4349253,0.31836125,0.4421366,0.024390243,0.024390243,0.48408437,0.024390243,0.6789238,0.3744524,0.4421366,0.3194298,0.4421366,0.4575313,0.42073742,0.4421366,0.4150342,0.36160362,0.6422952,0.64812756,0.4421366,0.33574033,0.6659518,0.35838532,0.4321683,0.3153505,0.42264158,0.6690298,0.29353544,0.37677515,0.35746878,0.3898268,0.45586982,0.43492767,0.571493,0.3548724,0.4955331,0.49906442,0.40062696,0.3616025,0.40130645,0.28920868,0.35899806,0.4482698,0.3160839,0.6166947,0.43114394,0.6067924,0.44731903,0.5333667,0.37012246,0.42357698,0.32779634,0.66893595,0.4245813,0.3960783,0.7180867,0.41033044,0.3454997,0.35259438,0.36186078,0.66401297,0.4589918,0.46347013,0.47671586,0.3780627,0.33328164,0.33530232,0.6392718,0.433132,0.53899187,0.61045986,0.24029015,0.6753268,0.6979167,0.35964626,0.32213497,0.28960672,0.32008338,0.31914702,0.37165937,0.417839,0.62930006,0.289921,0.39031503,0.54402894,0.50338066,0.4225944,0.2751662,0.62861085,0.6361945,0.4306655,0.67251533,0.3258436,0.39397305,0.53032553,MT01,3,-0.3,4.0,Bueno,Negativo
0.46801022,0.19376628,0.47368422,0.013157895,0.013157895,0.27465922,0.32055515,0.4421366,0.013157895,0.47368422,0.39525327,0.013157895,0.6819222,0.3829958,0.4421366,0.32130682,0.4421366,0.4594013,0.39223018,0.4421366,0.40936607,0.3833245,0.64106774,0.6431084,0.4421366,0.4162209,0.55934596,0.37415156,0.4608119,0.305435,0.55672455,0.63858,0.25824496,0.38331586,0.35954958,0.41243207,0.44580352,0.74007994,0.63666517,0.29551953,0.5541344,0.46707398,0.36956438,0.3710021,0.39666396,0.30986795,0.37597266,0.45789385,0.6356529,0.61534166,0.38487512,0.50685537,0.44673935,0.49239552,0.91030437,0.4223635,0.35156804,0.5657686,0.23930082,0.4216355,0.71611416,0.47320485,0.64347315,0.39750376,0.398811,0.6623722,0.58733344,0.6314793,0.748019,0.4636046,0.9056809,0.38933894,0.50419927,0.47696403,0.50546694,0.23983678,0.3100037,0.670382,0.66101533,0.35427606,0.32649487,0.3373461,0.3234152,0.20549494,0.5985753,0.40116897,0.62543046,0.5936305,0.3932767,0.44983792,0.53256375,0.422327,0.30057085,0.7035545,0.55845755,0.43101293,0.65609914,0.3709326,0.42311084,0.5085115,MT01,3,-0.3,4.0,Bueno,Negativo
0.43365693,0.24509528,0.05263158,0.05263158,0.05263158,0.3660756,0.31181827,0.4421366,0.05263158,0.7368421,0.3316078,0.05263158,0.78564495,0.41074607,0.4421366,0.31382537,0.4421366,0.4799528,0.42035118,0.4421366,0.40197778,0.31372324,0.6478963,0.6459764,0.4421366,0.17443848,0.7529254,0.36520368,0.5037834,0.3211777,0.69012576,0.60859376,0.16971765,0.38306922,0.27864563,0.8753891,0.6269909,0.9518537,0.544688,0.23506188,0.45343924,0.43870503,0.42901123,0.36888313,0.40637657,0.34691495,0.3662987,0.81511235,0.43864924,0.62886655,0.4075071,0.6648941,0.43598634,0.49660555,0.7875884,0.4228715,0.33050787,0.6679473,0.18373291,0.21250795,0.7210369,0.6222148,0.68935496,0.4355806,0.27142954,0.6654448,0.23411323,0.5342158,0.6414059,0.21237116,0.8427792,0.2918206,0.22557199,0.2503316,0.46753275,0.3044395,0.17960459,0.6722096,0.61107767,0.3626609,0.31825987,0.29615155,0.315403,0.16325243,0.6730723,0.4259278,0.6385694,0.28772414,0.39305958,0.44378138,0.6184381,0.42307276,0.33621556,0.5956894,0.4865689,0.4479185,0.66579074,0.210681,0.40048143,0.8385057,MT01,3,-0.3,4.0,Bueno,Negativo
0.45639127,0.2600032,0.05263158,0.05263158,0.05263158,0.6011323,0.31312624,0.4421366,0.05263158,0.7368421,0.8336194,0.05263158,0.7879817,0.856973,0.4421366,0.31494653,0.4421366,0.46883264,0.51544213,0.4421366,0.40495184,0.84895205,0.95586956,0.64357316,0.4421366,0.37164846,0.96181655,0.3727127,0.71058595,0.31055114,0.17957795,0.61401314,0.6495812,0.39020467,0.5239119,0.8984328,0.5559738,0.37657076,0.5917531,0.3763291,0.5008921,0.43185124,0.39743078,0.37519565,0.41232434,0.33134034,0.37438634,0.41624486,0.8329042,0.6289681,0.50722146,0.5863958,0.4342044,0.88187975,0.4279641,0.42071953,0.33317456,0.2549487,0.9063955,0.84830534,0.72028613,0.40213028,0.6363858,0.8431065,0.5707408,0.66460377,0.58422333,0.6715372,0.91832393,0.4223126,0.55715674,0.82911,0.2750954,0.07181372,0.48438317,0.9264051,0.3392739,0.67274576,0.6307405,0.3573472,0.31941888,0.29858956,0.31656137,0.65330017,0.90583926,0.49363923,0.63835347,0.5631028,0.39369202,0.8010605,0.9745356,0.42149195,0.32427683,0.6676231,0.51144195,0.44789097,0.66245437,0.32781243,0.2841796,0.414143,MT01,3,-0.3,4.0,Bueno,Negativo
0.47170478,0.28768194,0.7368421,0.05263158,0.05263158,0.43051618,0.32270446,0.4421366,0.05263158,0.05263158,0.55260384,0.05263158,0.44626397,0.7191299,0.4421366,0.3231446,0.4421366,0.44733304,0.5218079,0.4421366,0.41320178,0.6060738,0.68936765,0.6425114,0.4421366,0.41310254,0.6922848,0.37599352,0.63699895,0.3053629,0.34992597,0.6420178,0.7342688,0.3894933,0.4660419,0.7348495,0.5086756,0.47040254,0.6235755,0.39723203,0.56103504,0.45417187,0.36638868,0.37517622,0.4071118,0.3018097,0.3779664,0.41133857,0.9425697,0.6139927,0.48389614,0.48894113,0.44624066,0.6272181,0.66716135,0.42112815,0.34263852,0.38077936,0.6386265,0.77527887,0.7140562,0.356087,0.68083245,0.49463445,0.6886766,0.661633,0.41266185,0.70199925,0.60260576,0.43815726,0.75770175,0.8261214,0.6620812,0.2976643,0.5220816,0.54066664,0.4169876,0.6707756,0.67440486,0.35424998,0.32678935,0.33053264,0.32439142,0.62047404,0.86993253,0.53489155,0.6254057,0.85894674,0.39473462,0.6189103,0.7279623,0.42227754,0.29492193,0.70997393,0.58430636,0.43161342,0.65659255,0.44198263,0.30842268,0.35824728,MT01,3,-0.3,4.0,Bueno,Negativo
0.45542973,0.5862425,0.5,0.018518519,0.018518519,0.19003683,0.34198293,0.4421366,0.42592594,0.018518519,0.31256178,0.018518519,0.52103114,0.2804071,0.4421366,0.33958742,0.4421366,0.42599502,0.4564857,0.4421366,0.40640512,0.3308052,0.3558559,0.645671,0.4421366,0.38907048,0.41221234,0.36616427,0.3909774,0.3175143,0.7359072,0.6051849,0.5325394,0.37923792,0.37240306,0.42323947,0.4265183,0.37487498,0.577362,0.49517563,0.5706503,0.42303732,0.3621026,0.3918051,0.3973522,0.36928672,0.36748162,0.28333354,0.45379314,0.58056986,0.43217728,0.48396012,0.47531933,0.31428424,0.7574122,0.42418027,0.34120345,0.68924886,0.46607503,0.8577867,0.6986475,0.29149795,0.30386433,0.37527266,0.7985337,0.65689385,0.4978144,0.5639968,0.37691554,0.90217596,0.39528245,0.4907602,0.44330874,0.6427424,0.4630472,0.5623373,0.35334295,0.6553994,0.5993304,0.3586314,0.3390691,0.4627302,0.33865345,0.41375592,0.42880702,0.52801746,0.5991011,0.469276,0.39695454,0.88191104,0.29351768,0.4297637,0.34795564,0.65529275,0.50082695,0.40786982,0.65357214,0.8095873,0.28594974,0.2886089,MT01,3,-0.3,4.0,Bueno,Negativo
