,Subject,Lecture,Ch,Band,Power
517,ST01,Desi,FP2,Alpha,3.9775636663783174
518,ST01,Desi,FP1,Beta,1.8473994507244365
519,ST01,Desi,F3,Beta,3.379451072775479
520,ST01,Desi,C3,Beta,3.1435446324703458
521,ST01,Desi,PZ,Beta,3.6569518784214563
522,ST01,Desi,C4,Beta,3.406174998357676
523,ST01,Desi,F4,Beta,2.8580246095135764
524,ST01,Desi,FP2,Beta,1.726598047314543
525,ST01,Prog,FP1,Theta,2.320276283183136
526,ST01,Prog,F3,Theta,6.474644513989565
527,ST01,Prog,C3,Theta,9.546829387787906
528,ST01,Prog,PZ,Theta,13.376860683076904
529,ST01,Prog,C4,Theta,10.229925243381217
530,ST01,Prog,F4,Theta,6.898694170938759
531,ST01,Prog,FP2,Theta,2.2897935643482157
532,ST01,Prog,FP1,Alpha,1.0488891045492004
533,ST01,Prog,F3,Alpha,3.6242254381066674
534,ST01,Prog,C3,Alpha,8.88104560423728
535,ST01,Prog,PZ,Alpha,6.524383140640311
536,ST01,Prog,C4,Alpha,5.0569108372994425
537,ST01,Prog,F4,Alpha,3.391488592624707
538,ST01,Prog,FP2,Alpha,1.0254653667480547
539,ST01,Prog,FP1,Beta,0.9933735469084612
540,ST01,Prog,F3,Beta,3.9225332073536423
541,ST01,Prog,C3,Beta,2.7554107982424205
542,ST01,Prog,PZ,Beta,3.1513376094426016
543,ST01,Prog,C4,Beta,2.238323079809199
544,ST01,Prog,F4,Beta,3.668776179616518
545,ST01,Prog,FP2,Beta,0.9689963583202552
546,ST01,Robo,FP1,Theta,6.08853922986975
547,ST01,Robo,F3,Theta,9.961817639058703
548,ST01,Robo,C3,Theta,11.003913793483205
549,ST01,Robo,PZ,Theta,19.88017132239849
550,ST01,Robo,C4,Theta,12.854664394240313
551,ST01,Robo,F4,Theta,9.690296448024782
552,ST01,Robo,FP2,Theta,5.898518896884086
553,ST01,Robo,FP1,Alpha,2.911751962459706
554,ST01,Robo,F3,Alpha,4.929992464869449
555,ST01,Robo,C3,Alpha,5.2645812000305865
556,ST01,Robo,PZ,Alpha,7.508885988498131
557,ST01,Robo,C4,Alpha,7.081700502482093
558,ST01,Robo,F4,Alpha,5.058582983900852
559,ST01,Robo,FP2,Alpha,2.8285114398201117
560,ST01,Robo,FP1,Beta,1.1808159692352083
561,ST01,Robo,F3,Beta,2.761463370359547
562,ST01,Robo,C3,Beta,2.3013507046259396
563,ST01,Robo,PZ,Beta,3.7856823660818986
564,ST01,Robo,C4,Beta,2.802989216103087
565,ST01,Robo,F4,Beta,2.5030768750135475
566,ST01,Robo,FP2,Beta,1.0708100338849817
