,Subject,Lecture,Ch,Band,Power
59,DJ02,Robo,PZ,Beta,0.044437663205782574
60,DJ02,Robo,C4,Beta,-0.1042749715082474
61,DJ02,Robo,F4,Beta,1.0588093600770492
62,DJ02,Robo,FP2,Beta,-0.28321771629420756
63,DJ03,Desi,FP1,Theta,-0.3970211337812001
64,DJ03,Desi,F3,Theta,-0.1172965190932657
65,DJ03,Desi,C3,Theta,0.10609097632794713
66,DJ03,Desi,PZ,Theta,0.31732985453730694
67,DJ03,Desi,C4,Theta,0.8483672894716028
68,DJ03,Desi,F4,Theta,-0.11075822863995549
69,DJ03,Desi,FP2,Theta,-0.3185061954004005
70,DJ03,Desi,FP1,Alpha,-0.4221319516650274
71,DJ03,Desi,F3,Alpha,-0.14239036797675972
72,DJ03,Desi,C3,Alpha,-0.10842804994852055
73,DJ03,Desi,PZ,Alpha,0.07680946953917105
74,DJ03,Desi,C4,Alpha,1.2791052268764191
75,DJ03,Desi,F4,Alpha,-0.07936498795497164
76,DJ03,Desi,FP2,Alpha,-0.2934125012254422
77,DJ03,Desi,FP1,Beta,-0.5100560578341122
78,DJ03,Desi,F3,Beta,-0.27423607061804767
79,DJ03,Desi,C3,Beta,-0.28268756520278254
80,DJ03,Desi,PZ,Beta,0.03984146552790865
81,DJ03,Desi,C4,Beta,1.1377708102556556
82,DJ03,Desi,F4,Beta,-0.1983993149972781
83,DJ03,Desi,FP2,Beta,-0.3319239990075765
84,DJ03,Prog,FP1,Theta,-0.25129295614869
85,DJ03,Prog,F3,Theta,-0.01818763663856802
86,DJ03,Prog,C3,Theta,0.19686172844868158
87,DJ03,Prog,PZ,Theta,0.3111918329361014
88,DJ03,Prog,C4,Theta,0.8858803058953861
89,DJ03,Prog,F4,Theta,0.11762686112671054
90,DJ03,Prog,FP2,Theta,-0.11696591145271712
91,DJ03,Prog,FP1,Alpha,-0.1963409975451694
92,DJ03,Prog,F3,Alpha,0.1113134491623139
93,DJ03,Prog,C3,Alpha,0.08491502307941423
94,DJ03,Prog,PZ,Alpha,0.31272540006275473
95,DJ03,Prog,C4,Alpha,1.5600606490837796
96,DJ03,Prog,F4,Alpha,0.26422299748087624
97,DJ03,Prog,FP2,Alpha,-0.005636433300430165
98,DJ03,Prog,FP1,Beta,-0.33005058294106393
99,DJ03,Prog,F3,Beta,0.09295187983686899
100,DJ03,Prog,C3,Beta,-0.08142807630303912
101,DJ03,Prog,PZ,Beta,0.019787033571999343
102,DJ03,Prog,C4,Beta,1.0992788343437483
103,DJ03,Prog,F4,Beta,0.16695734193378273
104,DJ03,Prog,FP2,Beta,-0.12952934630818116
105,DJ03,Robo,FP1,Theta,-0.9658718859989268
106,DJ03,Robo,F3,Theta,-0.8460940637070238
107,DJ03,Robo,C3,Theta,-0.444222939811897
108,DJ03,Robo,PZ,Theta,-0.2826125242264309
109,DJ03,Robo,C4,Theta,0.38443653406592343
110,DJ03,Robo,F4,Theta,-0.9262353199345563
111,DJ03,Robo,FP2,Theta,-0.9564887488337701
112,DJ03,Robo,FP1,Alpha,-0.9335690572943095
113,DJ03,Robo,F3,Alpha,-0.6960110370561561
114,DJ03,Robo,C3,Alpha,-0.35983267279430975
115,DJ03,Robo,PZ,Alpha,-0.17224593358450663
116,DJ03,Robo,C4,Alpha,1.4507804305441723
117,DJ03,Robo,F4,Alpha,-0.8770584496268199
118,DJ03,Robo,FP2,Alpha,-0.911932742660213
119,DJ03,Robo,FP1,Beta,-0.8459563749478114
120,DJ03,Robo,F3,Beta,-0.2231586005275886
121,DJ03,Robo,C3,Beta,-0.10292049183757679
122,DJ03,Robo,PZ,Beta,-0.005527557226607976
123,DJ03,Robo,C4,Beta,2.5484788459745635
124,DJ03,Robo,F4,Beta,-0.8086001017683275
125,DJ03,Robo,FP2,Beta,-0.8080116202795776
126,DT01,Desi,FP1,Theta,0.2798999511753571
127,DT01,Desi,F3,Theta,0.6149546721629787
128,DT01,Desi,C3,Theta,0.03711805954022784
129,DT01,Desi,PZ,Theta,0.4412984113098098
130,DT01,Desi,C4,Theta,0.6440392169294104
131,DT01,Desi,F4,Theta,0.4224588422966925
132,DT01,Desi,FP2,Theta,0.2701781248455139
133,DT01,Desi,FP1,Alpha,0.037947563311480845
134,DT01,Desi,F3,Alpha,0.507434110809519
135,DT01,Desi,C3,Alpha,-0.17157029668607873
136,DT01,Desi,PZ,Alpha,0.15299741124436889
137,DT01,Desi,C4,Alpha,0.6345655122681364
138,DT01,Desi,F4,Alpha,0.3944583997505274
139,DT01,Desi,FP2,Alpha,0.0691838433133899
140,DT01,Desi,FP1,Beta,0.10585256015872349
141,DT01,Desi,F3,Beta,0.6261541404690109
142,DT01,Desi,C3,Beta,-0.010548386689807348
143,DT01,Desi,PZ,Beta,0.1928288355637699
144,DT01,Desi,C4,Beta,0.2967285661747606
145,DT01,Desi,F4,Beta,0.37390172548598577
146,DT01,Desi,FP2,Beta,0.14060450611945974
147,DT01,Prog,FP1,Theta,-0.1596064937394363
148,DT01,Prog,F3,Theta,0.5276433976991638
149,DT01,Prog,C3,Theta,-0.06097068985947676
150,DT01,Prog,PZ,Theta,0.27550225942144707
151,DT01,Prog,C4,Theta,0.5877014649105164
152,DT01,Prog,F4,Theta,-0.22146018499012102
153,DT01,Prog,FP2,Theta,0.041926916167283945
154,DT01,Prog,FP1,Alpha,-0.24425012267216864
155,DT01,Prog,F3,Alpha,0.6775137623970764
156,DT01,Prog,C3,Alpha,-0.21087128533253616
157,DT01,Prog,PZ,Alpha,0.07012536710060574
158,DT01,Prog,C4,Alpha,0.5144194784502325
159,DT01,Prog,F4,Alpha,-0.28934695653507114
160,DT01,Prog,FP2,Alpha,0.06489774735071822
161,DT01,Prog,FP1,Beta,-0.0741824753444442
162,DT01,Prog,F3,Beta,0.8629139315761369
163,DT01,Prog,C3,Beta,-0.07587441482885908
164,DT01,Prog,PZ,Beta,0.14986823904156196
165,DT01,Prog,C4,Beta,0.28707105946244915
166,DT01,Prog,F4,Beta,-0.1275007062893016
167,DT01,Prog,FP2,Beta,0.28441232865353955
168,DT01,Robo,FP1,Theta,0.3316394962031616
169,DT01,Robo,F3,Theta,0.3151164684262393
170,DT01,Robo,C3,Theta,0.0674899231694261
171,DT01,Robo,PZ,Theta,0.2777611156174608
172,DT01,Robo,C4,Theta,0.9931686919145984
173,DT01,Robo,F4,Theta,0.5010294585788267
174,DT01,Robo,FP2,Theta,0.7020692664101278
175,DT01,Robo,FP1,Alpha,0.17635855594862124
176,DT01,Robo,F3,Alpha,0.42098605789070903
177,DT01,Robo,C3,Alpha,-0.03337406216272747
178,DT01,Robo,PZ,Alpha,0.014484699365584087
179,DT01,Robo,C4,Alpha,0.7898515414104018
180,DT01,Robo,F4,Alpha,0.3762625374208955
181,DT01,Robo,FP2,Alpha,0.384337939874874
182,DT01,Robo,FP1,Beta,0.10450410898858517
183,DT01,Robo,F3,Beta,1.8109354732909835
184,DT01,Robo,C3,Beta,0.07373499614176915
185,DT01,Robo,PZ,Beta,0.23394197580893916
186,DT01,Robo,C4,Beta,0.5817960153693464
187,DT01,Robo,F4,Beta,1.327894589724296
188,DT01,Robo,FP2,Beta,0.2676436093316148
189,ES01,Desi,FP1,Theta,-0.9071854980135232
190,ES01,Desi,F3,Theta,-0.5620783565479295
191,ES01,Desi,C3,Theta,-0.5373288691890326
192,ES01,Desi,PZ,Theta,-0.06608488707276187
193,ES01,Desi,C4,Theta,-0.457280135828012
194,ES01,Desi,F4,Theta,-0.38142469509017957
195,ES01,Desi,FP2,Theta,-0.8841202037953326
196,ES01,Desi,FP1,Alpha,-0.8425578474819583
197,ES01,Desi,F3,Alpha,-0.5032884233597764
198,ES01,Desi,C3,Alpha,-0.621675832422787
199,ES01,Desi,PZ,Alpha,-0.2077799205726222
200,ES01,Desi,C4,Alpha,-0.4943221943434683
201,ES01,Desi,F4,Alpha,-0.5534207641569541
202,ES01,Desi,FP2,Alpha,-0.8955625544428114
203,ES01,Desi,FP1,Beta,-0.877178736577244
204,ES01,Desi,F3,Beta,-0.5202665413106402
205,ES01,Desi,C3,Beta,-0.3938191257088283
206,ES01,Desi,PZ,Beta,-0.055583492173560844
207,ES01,Desi,C4,Beta,-0.3235073164366312
208,ES01,Desi,F4,Beta,-0.406311249890781
209,ES01,Desi,FP2,Beta,-0.8444250853315296
210,ES01,Prog,FP1,Theta,-0.7665819945836363
211,ES01,Prog,F3,Theta,-0.4493984375887798
212,ES01,Prog,C3,Theta,-0.7102191536503002
213,ES01,Prog,PZ,Theta,-0.6821189055407341
214,ES01,Prog,C4,Theta,-0.6482712446133313
215,ES01,Prog,F4,Theta,-0.48199714565757024
216,ES01,Prog,FP2,Theta,-0.7543086247698372
217,ES01,Prog,FP1,Alpha,-0.7637696120986505
218,ES01,Prog,F3,Alpha,-0.4812943168677458
219,ES01,Prog,C3,Alpha,-0.7358123958224836
220,ES01,Prog,PZ,Alpha,-0.6953726933146203
221,ES01,Prog,C4,Alpha,-0.25560788160443204
222,ES01,Prog,F4,Alpha,-0.6598606479240959
223,ES01,Prog,FP2,Alpha,-0.8108021784939231
224,ES01,Prog,FP1,Beta,-0.7555927714420463
225,ES01,Prog,F3,Beta,-0.4310857727189923
226,ES01,Prog,C3,Beta,-0.6256163157460378
227,ES01,Prog,PZ,Beta,-0.6677213868029456
228,ES01,Prog,C4,Beta,-0.5025527841645989
229,ES01,Prog,F4,Beta,-0.5816503336896999
230,ES01,Prog,FP2,Beta,-0.7687651185417486
231,ES01,Robo,FP1,Theta,-0.6512989900308727
232,ES01,Robo,F3,Theta,-0.2639240067388862
233,ES01,Robo,C3,Theta,-0.5203335670083139
234,ES01,Robo,PZ,Theta,-0.8444423418496289
235,ES01,Robo,C4,Theta,-0.614464507919263
236,ES01,Robo,F4,Theta,-0.38970778814396145
237,ES01,Robo,FP2,Theta,-0.730222082890407
238,ES01,Robo,FP1,Alpha,-0.702082584554196
239,ES01,Robo,F3,Alpha,-0.4012852134458744
240,ES01,Robo,C3,Alpha,-0.6873765345887277
241,ES01,Robo,PZ,Alpha,-0.9016036078630956
242,ES01,Robo,C4,Alpha,-0.6332986693748021
243,ES01,Robo,F4,Alpha,-0.5812166248847418
244,ES01,Robo,FP2,Alpha,-0.7875504790213186
245,ES01,Robo,FP1,Beta,-0.5662905437519978
246,ES01,Robo,F3,Beta,-0.2194645772877891
247,ES01,Robo,C3,Beta,-0.4077194220302484
248,ES01,Robo,PZ,Beta,-0.813036195468523
249,ES01,Robo,C4,Beta,-0.5095916278354379
250,ES01,Robo,F4,Beta,-0.4872085920524315
251,ES01,Robo,FP2,Beta,-0.7206906517386593
252,ES02,Desi,FP1,Theta,-0.43409087915473854
253,ES02,Desi,F3,Theta,-0.022189152564886884
254,ES02,Desi,C3,Theta,-0.21416396330736998
255,ES02,Desi,PZ,Theta,-0.9952180604124571
256,ES02,Desi,C4,Theta,-0.5344983935401153
257,ES02,Desi,F4,Theta,0.12267304788567156
258,ES02,Desi,FP2,Theta,0.19633820897433493
259,ES02,Desi,FP1,Alpha,-0.7011859909049859
260,ES02,Desi,F3,Alpha,-0.3826122777544446
261,ES02,Desi,C3,Alpha,-0.5088872270642631
262,ES02,Desi,PZ,Alpha,-0.9987045775395311
263,ES02,Desi,C4,Alpha,-0.628772279335426
264,ES02,Desi,F4,Alpha,-0.33600231844199807
265,ES02,Desi,FP2,Alpha,-0.2838207316384205
266,ES02,Desi,FP1,Beta,-0.3848893728485322
267,ES02,Desi,F3,Beta,0.10379492237085788
268,ES02,Desi,C3,Beta,0.1640375006222488
269,ES02,Desi,PZ,Beta,-0.9912816325500619
270,ES02,Desi,C4,Beta,-0.4133129484052869
271,ES02,Desi,F4,Beta,-0.06451794857976317
272,ES02,Desi,FP2,Beta,0.15737692446090873
273,ES02,Prog,FP1,Theta,-0.05014496518857449
274,ES02,Prog,F3,Theta,-0.7228573850923975
275,ES02,Prog,C3,Theta,0.12649010950647363
276,ES02,Prog,PZ,Theta,-0.5142105492430955
277,ES02,Prog,C4,Theta,-0.0438172931255208
278,ES02,Prog,F4,Theta,0.15606025442148388
279,ES02,Prog,FP2,Theta,0.3711365798186141
280,ES02,Prog,FP1,Alpha,-0.5785444588866568
281,ES02,Prog,F3,Alpha,-0.8406128160192783
282,ES02,Prog,C3,Alpha,-0.3747188688824152
283,ES02,Prog,PZ,Alpha,-0.9003552335946878
284,ES02,Prog,C4,Alpha,-0.5809776871651233
285,ES02,Prog,F4,Alpha,-0.297126600030999
286,ES02,Prog,FP2,Alpha,-0.2626682231667084
287,ES02,Prog,FP1,Beta,-0.20786123330119172
288,ES02,Prog,F3,Beta,-0.7260967964684263
289,ES02,Prog,C3,Beta,0.46825685610241485
290,ES02,Prog,PZ,Beta,-0.5206378379154631
291,ES02,Prog,C4,Beta,0.20458937803804828
292,ES02,Prog,F4,Beta,0.28108354949024594
293,ES02,Prog,FP2,Beta,0.30338224130031416
294,ES02,Robo,FP1,Theta,-0.37766044776421853
295,ES02,Robo,F3,Theta,-0.26204599560603675
296,ES02,Robo,C3,Theta,-0.12882574015928086
297,ES02,Robo,PZ,Theta,-0.575868472239249
298,ES02,Robo,C4,Theta,-0.14693072156811865
299,ES02,Robo,F4,Theta,-0.06492468053110435
300,ES02,Robo,FP2,Theta,0.3991807615111502
301,ES02,Robo,FP1,Alpha,-0.6548607798450458
302,ES02,Robo,F3,Alpha,-0.5334705616405425
303,ES02,Robo,C3,Alpha,-0.5048118621625736
304,ES02,Robo,PZ,Alpha,-0.8993490678000465
305,ES02,Robo,C4,Alpha,-0.6695804850389474
306,ES02,Robo,F4,Alpha,-0.43844413656868
307,ES02,Robo,FP2,Alpha,-0.16611227170448584
308,ES02,Robo,FP1,Beta,-0.3933352589875671
309,ES02,Robo,F3,Beta,-0.22900746053482643
310,ES02,Robo,C3,Beta,-0.11687401511581685
311,ES02,Robo,PZ,Beta,-0.44130715039236873
312,ES02,Robo,C4,Beta,-0.17390365293748739
313,ES02,Robo,F4,Beta,-0.2693638519048221
314,ES02,Robo,FP2,Beta,0.16273937486339676
315,MJ01,Desi,FP1,Theta,-0.7004386016104561
316,MJ01,Desi,F3,Theta,-0.13050787687693638
317,MJ01,Desi,C3,Theta,0.33501297319419293
318,MJ01,Desi,PZ,Theta,-0.9433287949702445
319,MJ01,Desi,C4,Theta,-0.3597046655184323
320,MJ01,Desi,F4,Theta,-0.2514611796837848
321,MJ01,Desi,FP2,Theta,-0.8077974140786566
322,MJ01,Desi,FP1,Alpha,-0.4969958256960133
323,MJ01,Desi,F3,Alpha,0.35414052832824194
324,MJ01,Desi,C3,Alpha,1.8783217631508642
325,MJ01,Desi,PZ,Alpha,-0.9298581463927426
326,MJ01,Desi,C4,Alpha,0.09235849824636073
327,MJ01,Desi,F4,Alpha,0.3088986298446638
328,MJ01,Desi,FP2,Alpha,-0.6527563871602334
329,MJ01,Desi,FP1,Beta,-0.47927352809413504
330,MJ01,Desi,F3,Beta,0.2108495244600721
331,MJ01,Desi,C3,Beta,2.198283045215661
332,MJ01,Desi,PZ,Beta,-0.8654981411057812
333,MJ01,Desi,C4,Beta,-0.2565906276837826
334,MJ01,Desi,F4,Beta,0.44772875553165525
335,MJ01,Desi,FP2,Beta,-0.6689699145553547
336,MJ01,Prog,FP1,Theta,-0.7956798758349269
337,MJ01,Prog,F3,Theta,-0.19792921311390108
338,MJ01,Prog,C3,Theta,0.4962098674901148
339,MJ01,Prog,PZ,Theta,-0.6003765709866048
340,MJ01,Prog,C4,Theta,-0.35308628749489357
341,MJ01,Prog,F4,Theta,-0.2865498879694641
342,MJ01,Prog,FP2,Theta,-0.8981809907658306
343,MJ01,Prog,FP1,Alpha,-0.6973724171263309
344,MJ01,Prog,F3,Alpha,0.17159479121013804
345,MJ01,Prog,C3,Alpha,1.0874489311726985
346,MJ01,Prog,PZ,Alpha,-0.6290574130174192
347,MJ01,Prog,C4,Alpha,-0.45951525664990184
348,MJ01,Prog,F4,Alpha,0.03790184744244474
349,MJ01,Prog,FP2,Alpha,-0.8491619978199171
350,MJ01,Prog,FP1,Beta,-0.7747157411950837
351,MJ01,Prog,F3,Beta,-0.07800274902784952
352,MJ01,Prog,C3,Beta,4.4054855492547995
353,MJ01,Prog,PZ,Beta,-0.29450184667867163
354,MJ01,Prog,C4,Beta,-0.6324162494571679
355,MJ01,Prog,F4,Beta,0.1909597558277123
356,MJ01,Prog,FP2,Beta,-0.8909907166534198
357,MJ01,Robo,FP1,Theta,-0.5987328288426014
358,MJ01,Robo,F3,Theta,0.11939237854598034
359,MJ01,Robo,C3,Theta,0.8446980994451652
360,MJ01,Robo,PZ,Theta,-0.12723009686271405
361,MJ01,Robo,C4,Theta,-0.5262259886627778
362,MJ01,Robo,F4,Theta,0.13213152253305804
363,MJ01,Robo,FP2,Theta,-0.5997258503385243
364,MJ01,Robo,FP1,Alpha,-0.2697844097920488
365,MJ01,Robo,F3,Alpha,0.9480386489225858
366,MJ01,Robo,C3,Alpha,0.8994527327023655
367,MJ01,Robo,PZ,Alpha,-0.16655935925170764
368,MJ01,Robo,C4,Alpha,-0.47778639336889867
369,MJ01,Robo,F4,Alpha,0.9084174143007047
370,MJ01,Robo,FP2,Alpha,-0.273245831286352
371,MJ01,Robo,FP1,Beta,0.09371840545710683
372,MJ01,Robo,F3,Beta,1.5345843608606007
373,MJ01,Robo,C3,Beta,5.091243072728456
374,MJ01,Robo,PZ,Beta,0.8971924336210135
375,MJ01,Robo,C4,Beta,-0.4390079047257798
376,MJ01,Robo,F4,Beta,1.4905727199178094
377,MJ01,Robo,FP2,Beta,0.04908895768727406
378,MT01,Desi,FP1,Theta,0.0816752319233113
379,MT01,Desi,F3,Theta,-0.1016947803881466
380,MT01,Desi,C3,Theta,0.014754922911740888
381,MT01,Desi,PZ,Theta,0.12751307495211495
382,MT01,Desi,C4,Theta,-0.15816995874957362
383,MT01,Desi,F4,Theta,0.24866610503127537
384,MT01,Desi,FP2,Theta,-0.12765799264456237
385,MT01,Desi,FP1,Alpha,0.030480551857890715
386,MT01,Desi,F3,Alpha,-0.12949009504665332
387,MT01,Desi,C3,Alpha,-0.23654249829445037
388,MT01,Desi,PZ,Alpha,-0.0308577326359212
389,MT01,Desi,C4,Alpha,0.11540207415473129
390,MT01,Desi,F4,Alpha,0.08985532436667304
391,MT01,Desi,FP2,Alpha,-0.21726599643149372
392,MT01,Desi,FP1,Beta,-0.062402323348106
393,MT01,Desi,F3,Beta,-0.2610572819889301
394,MT01,Desi,C3,Beta,0.060517942269985095
395,MT01,Desi,PZ,Beta,-0.04652714477893449
396,MT01,Desi,C4,Beta,-0.29329179013102324
397,MT01,Desi,F4,Beta,0.03716098516080687
398,MT01,Desi,FP2,Beta,-0.31856269921192365
399,MT01,Prog,FP1,Theta,-0.40737522527578784
400,MT01,Prog,F3,Theta,-0.16725872645334489
401,MT01,Prog,C3,Theta,-0.1422830866724554
402,MT01,Prog,PZ,Theta,-0.050286102930816465
403,MT01,Prog,C4,Theta,-0.11527754929771293
404,MT01,Prog,F4,Theta,0.4288934444676044
405,MT01,Prog,FP2,Theta,-0.29079289342458314
406,MT01,Prog,FP1,Alpha,-0.2952838275159802
407,MT01,Prog,F3,Alpha,0.01872478062597376
408,MT01,Prog,C3,Alpha,0.010887732989955365
409,MT01,Prog,PZ,Alpha,-0.020025003988700576
410,MT01,Prog,C4,Alpha,-0.4031796667121329
411,MT01,Prog,F4,Alpha,0.3373722233548237
412,MT01,Prog,FP2,Alpha,-0.1846550151312283
413,MT01,Prog,FP1,Beta,-0.5703286990460492
414,MT01,Prog,F3,Beta,0.6638304756088977
415,MT01,Prog,C3,Beta,-0.2080686559462511
416,MT01,Prog,PZ,Beta,-0.1456511355322962
417,MT01,Prog,C4,Beta,-0.29599385853199606
418,MT01,Prog,F4,Beta,1.3568677329208017
419,MT01,Prog,FP2,Beta,0.05507672566380706
420,MT01,Robo,FP1,Theta,0.29263153898292843
421,MT01,Robo,F3,Theta,-0.1988755707112422
422,MT01,Robo,C3,Theta,0.01932452575739402
423,MT01,Robo,PZ,Theta,-0.0010124272311538515
424,MT01,Robo,C4,Theta,-0.15440484675050767
425,MT01,Robo,F4,Theta,-0.2335559618714992
426,MT01,Robo,FP2,Theta,-0.4131687233999545
427,MT01,Robo,FP1,Alpha,0.2819911164050081
428,MT01,Robo,F3,Alpha,-0.16675983303609931
429,MT01,Robo,C3,Alpha,-0.22504736316668414
430,MT01,Robo,PZ,Alpha,-0.09413519400724082
431,MT01,Robo,C4,Alpha,0.11231636806493572
432,MT01,Robo,F4,Alpha,-0.42224105324230565
433,MT01,Robo,FP2,Alpha,-0.4609796838720672
434,MT01,Robo,FP1,Beta,-0.02470904298698648
435,MT01,Robo,F3,Beta,0.13856993504293355
436,MT01,Robo,C3,Beta,-0.13769996520835404
437,MT01,Robo,PZ,Beta,-0.026291196527207402
438,MT01,Robo,C4,Beta,-0.2461823127422449
439,MT01,Robo,F4,Beta,-0.3744801689511114
440,MT01,Robo,FP2,Beta,-0.5430690592518869
441,ST01,Desi,FP1,Theta,-0.247668468856557
442,ST01,Desi,F3,Theta,-0.15062869067054988
443,ST01,Desi,C3,Theta,-0.21612919681744147
444,ST01,Desi,PZ,Theta,-0.40293548726214584
445,ST01,Desi,C4,Theta,-0.337232203598861
446,ST01,Desi,F4,Theta,-0.3490100742109944
447,ST01,Desi,FP2,Theta,-0.4852932550265502
448,ST01,Desi,FP1,Alpha,-0.06380249176235564
449,ST01,Desi,F3,Alpha,-0.0217137820993854
450,ST01,Desi,C3,Alpha,-0.10209468247079433
451,ST01,Desi,PZ,Alpha,-0.38076942099833444
452,ST01,Desi,C4,Alpha,0.5012232443111996
453,ST01,Desi,F4,Alpha,-0.1310991306963417
454,ST01,Desi,FP2,Alpha,-0.31120028889750767
455,ST01,Desi,FP1,Beta,-0.1121003314134216
456,ST01,Desi,F3,Beta,-0.10736829360584774
457,ST01,Desi,C3,Beta,0.018480104008788766
458,ST01,Desi,PZ,Beta,-0.16257642256127666
459,ST01,Desi,C4,Beta,0.03094119170948833
460,ST01,Desi,F4,Beta,-0.15902665087860635
461,ST01,Desi,FP2,Beta,-0.49507362638588276
462,ST01,Prog,FP1,Theta,-0.7735367810603168
463,ST01,Prog,F3,Theta,-0.47001251396319704
464,ST01,Prog,C3,Theta,-0.36507149626693725
465,ST01,Prog,PZ,Theta,-0.532238133867567
466,ST01,Prog,C4,Theta,-0.3960431279488436
467,ST01,Prog,F4,Theta,-0.47283042235681083
468,ST01,Prog,FP2,Theta,-0.8372689774659222
469,ST01,Prog,FP1,Alpha,-0.7709414874868885
470,ST01,Prog,F3,Alpha,-0.3882885929310068
471,ST01,Prog,C3,Alpha,0.21376385062175482
472,ST01,Prog,PZ,Alpha,-0.44816822489660346
473,ST01,Prog,C4,Alpha,-0.4237037504075327
474,ST01,Prog,F4,Alpha,-0.40475597917250755
475,ST01,Prog,FP2,Alpha,-0.8224188705432303
476,ST01,Prog,FP1,Beta,-0.5225634376275125
477,ST01,Prog,F3,Beta,0.03607876985542306
478,ST01,Prog,C3,Beta,-0.10727175704976942
479,ST01,Prog,PZ,Beta,-0.2783595457767525
480,ST01,Prog,C4,Beta,-0.322530561570685
481,ST01,Prog,F4,Beta,0.07953688735871556
482,ST01,Prog,FP2,Beta,-0.7166266821551668
483,ST01,Robo,FP1,Theta,-0.40574740920712377
484,ST01,Robo,F3,Theta,-0.18456701746725246
485,ST01,Robo,C3,Theta,-0.2681655619570271
486,ST01,Robo,PZ,Theta,-0.30483046380515755
487,ST01,Robo,C4,Theta,-0.2410831248414197
488,ST01,Robo,F4,Theta,-0.2595077620251462
489,ST01,Robo,FP2,Theta,-0.5808041272926919
490,ST01,Robo,FP1,Alpha,-0.3641257493900602
491,ST01,Robo,F3,Alpha,-0.16789596038477275
492,ST01,Robo,C3,Alpha,-0.2804948162622564
493,ST01,Robo,PZ,Alpha,-0.36489905715817855
494,ST01,Robo,C4,Alpha,-0.1929544396521347
495,ST01,Robo,F4,Alpha,-0.1121623461819272
496,ST01,Robo,FP2,Alpha,-0.510183110564224
497,ST01,Robo,FP1,Beta,-0.4324746024285409
498,ST01,Robo,F3,Beta,-0.2706005480338094
499,ST01,Robo,C3,Beta,-0.25438313145050045
500,ST01,Robo,PZ,Beta,-0.1330977886918661
501,ST01,Robo,C4,Beta,-0.15162402278465748
502,ST01,Robo,F4,Beta,-0.26346997304312203
